"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,2,1,4,4,3,3,2,1,4
"2",1,1,2,1,4,2,4,2,3,2
"3",4,4,1,2,3,1,3,4,3,3
"4",3,1,3,1,1,2,2,4,2,4
"5",1,2,3,2,2,4,1,2,1,2
"6",2,4,3,1,4,3,1,3,2,4
"7",4,3,1,2,1,3,4,3,2,1
"8",4,1,2,3,2,4,4,3,1,3
"9",4,4,3,4,3,2,2,2,1,1
"10",1,2,3,4,3,3,4,4,4,3
"11",1,3,1,1,2,2,2,1,1,3
"12",2,4,2,4,2,1,4,2,2,4
"13",2,4,4,3,1,2,4,4,1,2
"14",3,1,2,2,3,1,1,4,1,1
"15",1,3,4,2,1,3,3,2,3,4
"16",3,3,4,4,2,4,1,4,3,3
"17",3,1,3,4,1,3,3,1,3,1
"18",4,3,4,3,4,2,2,3,4,2
"19",3,3,3,2,4,1,4,1,4,3
"20",2,4,1,3,3,3,1,1,3,1
"21",4,2,2,3,2,2,1,1,4,4
"22",4,2,4,1,3,4,3,1,2,2
"23",1,2,1,4,1,1,1,3,3,2
"24",3,4,2,1,1,4,2,2,4,2
"25",2,2,4,1,2,1,3,3,4,1
"26",2,1,4,3,4,1,2,1,2,3
"27",2,1,1,2,3,4,2,3,4,4
"28",1,3,2,3,4,4,3,4,2,1
