"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,5,1,4,3,5,3,2,3
"2",2,4,3,2,5,4,5,1,4
"3",4,2,3,1,2,5,2,2,1
"4",5,4,2,1,3,1,3,1,3
"5",3,3,2,1,1,5,5,3,4
"6",5,3,4,3,4,2,2,1,1
"7",5,4,5,4,2,4,5,3,2
"8",3,5,2,3,5,1,2,3,4
"9",1,3,4,5,5,2,1,3,2
"10",5,1,1,2,2,3,4,4,4
"11",1,2,3,3,3,4,4,5,5
"12",4,4,2,3,4,5,1,5,2
"13",2,5,1,1,4,3,4,3,1
"14",3,5,5,2,3,3,1,1,2
"15",2,4,3,5,2,1,4,2,1
"16",5,5,3,5,4,4,3,5,4
"17",2,2,4,5,1,3,2,5,4
"18",1,5,4,1,2,4,1,4,3
"19",4,2,1,5,3,2,3,4,3
"20",2,1,2,4,5,4,2,4,1
"21",5,1,3,4,1,1,1,3,3
"22",1,3,2,4,4,1,5,4,5
"23",3,1,4,2,3,1,5,5,1
"24",1,2,5,2,2,1,3,2,4
"25",4,4,5,4,3,3,2,4,5
"26",4,2,1,4,5,3,5,2,2
"27",2,1,3,1,4,2,1,2,5
"28",2,3,5,3,1,5,3,4,1
"29",3,4,1,2,1,2,2,5,2
"30",3,1,5,5,4,5,4,1,3
"31",4,5,4,3,1,2,5,2,5
"32",5,2,4,2,5,5,3,3,5
"33",3,3,1,5,2,4,1,1,5
"34",1,1,2,3,1,3,4,1,2
"35",4,3,5,1,5,2,4,5,3
