"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,4,3,4,1,3,2,2,1
"2",1,3,2,1,2,4,4,3,1,3
"3",1,2,2,4,1,2,3,4,3,4
"4",4,3,3,2,1,4,2,1,1,3
"5",3,1,3,4,2,1,4,1,3,2
"6",1,1,1,2,3,2,2,1,4,3
"7",2,1,3,1,4,2,2,4,1,2
"8",2,2,2,4,3,3,1,1,1,1
"9",1,4,3,3,2,3,1,4,4,2
"10",4,4,4,4,3,2,3,3,1,3
"11",3,3,1,4,4,4,2,3,4,2
"12",3,2,4,2,3,4,4,4,3,1
"13",2,1,4,3,2,4,1,2,2,4
"14",2,4,1,2,1,1,4,2,2,2
"15",4,2,2,3,4,3,4,2,4,4
"16",3,2,4,1,1,1,2,3,4,3
"17",4,4,2,1,2,2,1,2,3,1
"18",3,3,1,2,3,1,1,4,2,4
"19",2,4,3,1,4,3,3,1,3,4
"20",4,1,1,3,1,3,3,3,2,1
