"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,1,2,1,2,2,1,3,1,1,2,1,1,1
"2",2,2,3,1,2,1,1,2,3,2,1,1,1,3
"3",1,1,1,2,1,2,1,3,3,3,1,3,2,2
"4",1,2,2,3,2,3,1,2,2,3,3,3,3,1
"5",2,2,1,2,2,3,3,1,3,1,2,1,3,3
"6",2,3,1,3,1,2,3,2,1,2,1,2,3,1
"7",3,1,2,3,1,3,2,1,2,3,1,1,2,3
"8",2,3,2,2,1,3,1,3,2,1,2,3,1,3
"9",3,2,1,3,3,2,2,3,3,2,3,2,1,3
"10",1,3,2,1,1,2,3,1,3,3,2,2,1,2
"11",1,2,1,2,1,1,2,2,2,1,3,1,1,1
"12",3,2,3,3,1,2,1,1,1,1,3,2,2,2
"13",2,1,3,1,1,3,2,3,3,2,3,2,3,1
"14",1,3,2,1,2,1,2,1,1,2,3,3,2,3
"15",3,2,3,1,1,1,3,2,2,3,2,3,3,3
"16",3,3,1,1,3,2,2,2,2,1,1,3,3,2
"17",2,3,1,3,2,1,2,3,1,3,2,1,3,2
"18",3,3,3,2,3,2,3,3,2,3,3,1,2,1
"19",1,2,2,1,3,3,3,3,1,1,1,2,2,3
"20",2,2,3,2,3,3,2,1,1,3,1,3,1,1
"21",1,1,3,2,3,2,1,2,1,2,2,1,3,3
"22",2,1,2,3,3,1,3,1,3,1,2,3,2,1
"23",3,1,1,2,2,3,3,2,1,2,3,3,1,2
"24",1,3,3,3,3,3,2,2,3,1,2,1,2,2
"25",1,1,3,3,2,1,3,3,2,2,1,2,1,2
"26",3,3,2,2,2,1,1,1,3,2,1,2,3,1
"27",2,1,1,1,3,1,1,1,2,3,3,2,2,2
