"","V1","V2","V3","V4","V5","V6"
"1",4,2,2,3,4,4
"2",2,3,2,4,1,4
"3",4,3,3,2,3,4
"4",2,3,3,4,3,2
"5",4,4,4,3,4,1
"6",4,4,1,1,1,4
"7",1,4,3,4,1,1
"8",3,1,2,1,1,1
"9",1,4,3,3,4,4
"10",2,2,4,3,2,1
"11",1,2,2,1,2,4
"12",3,1,4,1,4,4
"13",1,2,4,4,4,2
"14",2,4,2,1,4,2
"15",2,3,3,2,4,3
"16",2,2,2,2,3,3
"17",1,1,1,4,3,4
"18",3,2,3,3,1,4
"19",3,2,3,2,2,3
"20",2,1,2,4,4,1
"21",4,3,4,1,2,2
"22",3,3,4,4,2,4
"23",4,2,3,1,3,1
"24",3,1,3,3,3,2
"25",2,4,1,3,2,3
"26",4,1,1,2,4,2
"27",1,4,2,2,2,2
"28",1,1,3,3,2,3
"29",2,1,1,2,1,3
"30",3,3,1,4,4,3
"31",4,3,2,3,1,2
"32",1,3,1,1,4,1
"33",1,3,4,1,1,3
"34",4,4,2,4,3,3
"35",3,4,1,3,3,1
"36",1,2,1,3,1,2
"37",4,1,4,4,1,3
"38",3,4,4,2,1,2
"39",3,3,2,2,2,1
"40",3,2,1,1,3,3
"41",1,1,4,2,3,1
"42",4,2,1,4,2,1
"43",2,1,3,1,2,2
"44",2,4,4,2,3,4
