"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,3,1,2,2,1,1,1,2,1
"2",2,3,2,2,4,4,4,4,3,4
"3",3,4,1,3,2,4,2,3,4,4
"4",2,2,1,1,1,2,3,4,1,2
"5",4,1,3,2,1,3,4,3,4,3
"6",3,1,2,1,3,3,1,3,1,1
"7",3,3,3,1,4,2,3,1,2,4
"8",2,4,1,1,4,1,3,3,2,3
"9",1,1,2,1,2,2,2,2,2,4
"10",2,1,4,4,2,2,2,1,1,3
"11",2,2,3,4,3,4,2,1,4,1
"12",4,4,3,2,1,1,2,2,1,4
"13",3,1,1,2,4,2,1,2,4,2
"14",3,1,2,4,2,1,3,4,3,1
"15",1,4,2,3,1,2,3,1,4,3
"16",1,4,2,2,1,3,2,4,3,1
"17",2,2,1,4,1,3,4,2,3,4
"18",2,1,3,3,1,4,1,4,2,3
"19",1,3,3,4,2,2,4,3,1,1
"20",4,2,4,2,4,2,2,4,2,1
"21",4,4,3,4,3,2,1,3,3,4
"22",1,1,1,4,4,4,3,3,2,2
"23",4,2,4,3,1,4,3,2,2,1
"24",1,4,3,3,4,3,1,2,1,2
"25",3,1,4,3,4,3,3,1,3,4
"26",3,3,1,4,3,3,2,4,1,3
"27",4,2,1,1,3,4,2,1,3,3
"28",4,3,2,4,1,3,1,1,2,2
"29",3,2,4,1,1,1,1,3,3,2
"30",4,3,1,3,3,2,4,2,4,1
"31",2,4,4,1,3,3,4,2,3,1
"32",1,2,4,2,3,4,3,3,1,4
"33",3,4,2,2,2,4,4,1,1,2
"34",3,4,4,3,2,1,4,4,2,3
"35",2,3,4,4,4,1,2,3,4,2
"36",1,1,3,2,3,1,4,1,3,2
"37",1,2,2,3,3,1,1,4,4,4
"38",4,2,2,3,4,1,4,2,1,3
"39",4,3,3,1,2,3,3,4,4,2
"40",1,3,4,1,2,4,1,2,4,3
