"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,3,1,1,3,3,2
"2",2,1,1,2,2,1,2,3
"3",3,1,3,1,2,3,2,3
"4",1,1,2,2,3,1,3,1
"5",2,3,2,3,1,2,3,1
"6",3,2,2,3,2,2,3,3
"7",3,1,1,1,3,2,2,2
"8",1,1,3,1,3,1,1,2
"9",2,2,3,2,3,3,1,3
"10",2,1,2,3,3,2,1,3
"11",2,3,2,2,2,3,3,2
"12",1,1,2,1,1,3,3,3
"13",3,3,3,3,2,1,1,2
"14",1,1,3,3,2,3,2,1
"15",1,1,1,3,1,2,1,2
"16",3,1,2,2,1,3,1,1
"17",1,3,2,1,1,1,2,1
"18",1,3,1,3,2,1,3,2
"19",1,3,2,3,3,2,2,3
"20",3,3,1,3,1,3,2,3
"21",2,1,3,3,1,1,3,3
"22",1,3,3,2,1,2,1,3
"23",3,1,1,1,2,1,3,1
"24",1,2,3,1,2,2,3,1
"25",2,1,1,3,3,3,3,2
"26",1,3,1,2,3,3,2,1
"27",2,1,3,2,2,2,1,1
"28",2,2,2,1,2,2,2,2
"29",3,2,2,2,3,1,2,2
"30",3,2,2,1,1,1,1,3
"31",2,3,1,1,2,1,1,3
"32",1,2,1,2,2,3,2,3
"33",2,2,3,3,1,1,2,1
"34",3,3,3,2,3,1,3,3
"35",1,2,2,2,1,1,2,2
"36",3,2,3,3,3,3,3,1
"37",1,2,1,1,3,2,3,3
"38",3,3,1,2,2,2,1,1
"39",3,1,3,2,1,2,2,2
"40",2,3,3,1,3,2,2,1
"41",1,2,2,3,2,3,1,2
"42",3,3,2,1,3,3,1,2
"43",2,2,1,1,1,3,1,1
"44",3,2,1,2,1,2,3,2
"45",2,2,1,3,3,1,1,1
