"","V1","V2","V3","V4"
"1",2,4,4,4
"2",1,3,3,3
"3",3,4,2,3
"4",4,3,1,4
"5",3,1,1,1
"6",1,4,1,2
"7",3,3,4,2
"8",1,1,2,4
"9",2,1,3,2
"10",2,2,1,3
"11",4,4,3,1
"12",2,3,2,1
"13",4,1,4,3
"14",1,2,4,1
"15",4,2,2,2
"16",3,2,3,4
