"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,1,1,4,1,3
"2",2,4,2,1,4,3,4
"3",3,1,4,1,3,4,1
"4",2,4,4,4,3,2,4
"5",4,3,1,4,3,4,1
"6",1,4,1,3,4,2,1
"7",1,1,2,1,2,2,1
"8",3,2,3,2,3,2,2
"9",2,2,3,2,4,4,4
"10",1,2,3,4,4,3,1
"11",2,2,2,2,2,1,1
"12",1,1,4,2,4,2,3
"13",4,1,4,3,2,1,3
"14",1,3,1,2,1,1,4
"15",4,2,2,4,4,2,4
"16",4,3,3,1,4,1,1
"17",2,1,3,1,1,1,3
"18",4,4,3,3,3,3,3
"19",4,3,4,2,1,3,4
"20",3,3,3,1,2,2,4
"21",2,2,1,3,1,3,3
"22",3,2,4,4,1,2,1
"23",1,4,4,1,2,3,3
"24",1,2,3,3,3,1,4
"25",3,1,1,2,1,3,1
"26",1,4,3,4,2,1,2
"27",3,3,4,4,4,4,3
"28",3,1,2,3,4,4,2
"29",4,3,2,3,1,1,2
"30",2,3,2,3,3,2,3
"31",2,3,2,2,4,3,2
"32",2,3,4,3,2,3,1
"33",1,1,2,4,2,4,4
"34",2,4,3,2,1,4,1
"35",3,4,2,4,1,2,3
"36",3,4,1,3,2,4,4
"37",1,2,4,3,1,4,2
"38",4,2,2,1,1,4,3
"39",4,1,3,4,2,3,2
"40",1,3,1,1,3,4,2
"41",4,1,1,2,3,3,4
"42",3,4,4,2,3,1,2
"43",4,4,1,1,2,2,2
"44",2,1,1,4,3,1,2
