"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",6,1,3,5,5,1,4,2,1,5,3
"2",5,4,5,2,1,5,6,4,3,5,1
"3",6,5,6,3,3,3,1,2,2,6,4
"4",2,2,4,1,4,6,3,3,1,6,2
"5",5,2,4,6,1,6,4,2,2,2,3
"6",4,4,5,1,4,2,3,2,6,1,1
"7",3,3,2,3,6,6,2,2,3,1,6
"8",4,3,2,4,6,2,6,3,2,6,1
"9",2,1,1,2,2,3,6,3,4,2,3
"10",1,1,4,3,6,2,2,4,6,3,3
"11",6,2,6,3,5,3,5,6,3,1,2
"12",2,6,5,5,2,2,4,6,3,6,3
"13",4,3,2,1,1,1,4,6,2,3,4
"14",3,1,2,3,2,4,3,6,6,5,1
"15",6,3,4,1,2,2,5,4,5,5,6
"16",2,5,3,1,6,5,6,6,3,3,4
"17",5,2,1,1,6,4,5,1,5,4,4
"18",6,5,2,6,3,4,6,4,6,1,3
"19",1,5,2,6,5,2,3,1,4,2,4
"20",3,4,5,2,6,1,5,4,1,2,5
"21",5,1,5,1,3,6,2,5,4,4,3
"22",3,3,6,6,4,1,6,5,5,4,2
"23",5,2,1,6,4,2,1,5,3,3,5
"24",4,1,6,5,2,1,3,3,5,1,4
"25",1,5,6,1,3,4,4,3,2,2,2
"26",5,5,4,5,6,3,4,6,6,4,5
"27",6,4,2,2,2,4,3,1,1,3,6
"28",3,6,1,1,5,3,1,2,2,4,3
"29",2,3,1,5,5,6,4,5,5,2,1
"30",6,6,5,5,6,5,2,3,4,3,1
"31",1,3,5,4,2,6,6,2,6,3,5
"32",4,4,6,4,1,4,1,6,4,2,6
"33",3,1,4,4,4,4,1,1,2,1,1
"34",6,2,3,2,4,5,1,3,6,2,5
"35",1,5,3,3,1,1,5,2,4,4,1
"36",2,4,4,6,3,3,2,6,1,3,1
"37",1,3,5,4,6,4,1,5,1,5,4
"38",3,5,1,5,1,5,5,3,1,5,5
"39",3,1,5,6,5,4,5,2,4,6,6
"40",4,6,6,6,5,6,3,4,2,4,6
"41",2,2,6,2,1,2,2,1,3,4,5
"42",5,3,3,6,1,3,2,1,5,6,2
"43",3,6,4,2,1,5,2,5,5,1,4
"44",2,4,1,4,3,1,2,3,6,5,6
"45",4,6,3,4,3,6,5,1,5,3,2
"46",1,6,2,2,4,3,4,4,5,6,6
"47",6,4,1,4,4,6,3,6,4,6,4
"48",2,4,6,3,5,5,4,1,6,5,3
"49",1,2,3,5,3,3,5,5,2,1,6
"50",1,2,2,5,2,5,1,4,3,4,2
"51",5,6,4,4,4,1,6,1,3,2,5
"52",5,6,1,3,2,2,3,4,1,1,2
"53",4,1,3,3,3,5,6,5,1,6,5
"54",4,5,3,2,5,1,1,5,4,5,2
