"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,4,3,1,4,4,5,1,1,3,3,4
"2",2,4,2,4,5,5,2,2,4,5,2,3
"3",3,2,5,5,3,5,1,2,5,4,3,2
"4",3,5,4,1,1,4,2,2,1,4,4,2
"5",3,1,5,4,5,3,5,4,4,1,3,5
"6",2,2,1,3,1,5,3,1,4,3,5,5
"7",4,4,1,5,1,2,4,3,5,1,3,2
"8",1,1,4,4,2,5,4,3,2,4,1,3
"9",2,5,3,4,1,2,1,4,1,3,2,5
"10",4,1,2,3,1,4,1,5,3,3,2,1
"11",3,5,2,5,4,4,4,4,3,3,1,1
"12",5,3,2,3,4,5,2,3,1,2,1,5
"13",4,5,5,3,5,2,4,2,2,4,5,5
"14",1,3,1,3,5,2,5,2,3,2,1,3
"15",4,3,2,1,4,2,1,2,4,1,5,4
"16",2,4,4,5,4,1,3,3,1,1,5,3
"17",1,3,3,4,5,2,3,5,5,4,4,1
"18",5,3,2,4,2,2,3,1,2,5,1,2
"19",4,2,3,5,3,1,4,5,4,2,1,4
"20",4,2,3,4,5,3,1,1,1,2,4,1
"21",5,3,4,1,4,1,5,3,4,4,2,1
"22",1,1,5,1,3,2,3,4,2,3,4,5
"23",2,5,3,2,3,5,5,5,4,2,5,2
"24",2,1,2,2,2,1,4,2,1,2,3,1
"25",3,1,1,5,3,1,2,1,3,4,2,5
"26",3,4,5,2,2,1,1,1,3,2,1,3
"27",3,1,1,1,5,5,3,3,3,1,4,2
"28",4,2,1,4,3,4,5,4,1,4,5,3
"29",4,3,4,2,1,5,4,5,3,5,3,5
"30",2,3,5,5,1,3,5,1,3,3,5,1
"31",5,1,4,3,2,2,2,4,5,2,5,2
"32",5,5,5,4,2,4,3,2,4,2,3,4
"33",5,2,3,2,1,3,5,2,2,1,2,4
"34",5,1,3,2,4,4,4,1,5,5,4,3
"35",3,5,2,3,2,1,5,3,5,5,4,4
"36",5,4,4,5,4,3,1,4,3,5,4,4
"37",1,5,4,3,3,3,2,1,5,1,2,2
"38",5,5,1,2,5,1,2,5,2,3,3,3
"39",2,2,5,3,4,3,4,5,1,5,2,2
"40",4,4,5,1,3,5,3,4,2,1,2,1
"41",1,4,1,2,3,3,1,3,2,5,5,1
"42",1,3,2,5,2,4,2,5,2,1,4,4
"43",3,4,1,1,2,3,3,5,5,4,1,5
"44",2,2,4,2,5,4,1,3,5,3,1,4
"45",1,2,3,1,1,1,2,4,4,5,3,3
