"","V1","V2","V3","V4","V5","V6","V7"
"1",1,3,1,1,2,3,1
"2",3,3,1,2,3,2,1
"3",1,1,1,1,1,1,2
"4",1,3,3,2,3,1,2
"5",2,1,3,1,2,2,2
"6",1,1,2,3,2,3,2
"7",3,2,2,3,1,2,3
"8",2,1,2,1,1,3,3
"9",3,2,1,2,1,1,3
"10",2,2,1,3,2,3,3
"11",2,3,1,3,1,2,2
"12",2,2,2,2,2,2,2
"13",1,3,3,3,2,2,3
"14",3,1,2,1,3,1,1
"15",3,2,3,2,1,1,1
"16",2,2,1,1,1,2,1
"17",1,1,3,2,1,2,1
"18",1,3,1,2,1,3,3
"19",3,1,3,3,3,1,2
"20",1,1,2,2,2,1,3
"21",3,3,1,3,2,1,2
"22",3,1,1,1,2,2,3
"23",1,1,1,3,3,2,3
"24",1,2,2,2,3,3,3
"25",2,2,2,2,3,1,2
"26",3,3,2,2,2,3,1
"27",3,1,3,2,2,3,3
"28",3,3,2,1,1,1,2
"29",2,3,3,1,2,1,1
"30",3,3,3,1,1,3,2
"31",3,1,1,3,1,3,1
"32",3,2,1,1,3,3,2
"33",1,3,2,3,1,1,1
"34",1,1,3,1,3,3,1
"35",2,2,2,2,3,2,2
"36",2,1,1,2,3,3,2
"37",2,1,3,3,1,1,3
"38",1,2,1,3,3,1,1
"39",2,3,3,3,3,3,1
"40",2,3,1,1,3,1,3
"41",2,2,2,2,2,3,2
"42",1,3,2,1,3,2,2
"43",2,1,1,2,2,1,1
"44",1,2,2,1,1,2,1
"45",1,2,3,1,2,1,3
"46",2,1,2,3,2,2,1
"47",3,2,3,3,2,2,1
"48",1,2,3,3,1,3,2
"49",2,3,3,2,1,2,3
"50",3,3,2,3,3,3,3
"51",3,2,3,1,3,2,3
