"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,4,3,4,3,4,1,2,1,1
"2",2,4,4,1,5,1,2,3,1,2
"3",1,1,1,1,3,4,3,3,4,1
"4",5,1,5,5,2,2,1,3,3,3
"5",3,1,5,3,4,5,3,3,1,5
"6",2,3,5,4,3,5,5,1,5,2
"7",2,4,1,3,1,5,1,2,3,4
"8",4,3,2,1,4,2,1,4,2,5
"9",3,1,3,1,2,3,5,1,1,4
"10",2,1,2,4,1,3,2,5,2,2
"11",4,5,1,2,5,4,5,3,2,3
"12",4,5,4,4,1,1,3,1,4,4
"13",5,2,2,2,5,5,2,1,4,3
"14",1,3,3,5,5,3,2,1,2,5
"15",2,4,2,2,2,2,5,4,4,5
"16",5,2,4,3,3,2,5,4,2,1
"17",4,2,2,5,1,4,4,3,5,5
"18",1,2,4,4,4,4,1,4,4,4
"19",1,5,3,5,2,5,4,4,1,3
"20",1,5,2,3,4,2,4,1,3,1
"21",5,4,4,1,4,3,4,2,5,4
"22",5,5,1,3,2,3,2,4,5,2
"23",5,3,1,4,3,1,3,5,1,4
"24",3,4,5,5,5,3,3,5,4,1
"25",3,3,3,2,2,1,1,2,5,1
"26",2,1,3,3,5,1,4,5,5,3
"27",3,5,5,2,3,4,2,5,3,5
"28",3,2,1,5,4,1,5,2,3,2
"29",4,3,4,1,1,5,4,5,3,2
"30",1,2,5,2,1,2,3,2,2,3
