"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,3,4,4,4,1
"2",3,1,2,3,5,2,1
"3",2,2,1,3,3,2,3
"4",4,5,4,3,1,4,3
"5",3,4,3,3,3,3,5
"6",2,1,3,2,1,4,2
"7",4,5,3,5,5,2,4
"8",3,5,5,2,5,4,3
"9",1,4,4,3,4,5,4
"10",5,3,5,2,3,1,4
"11",1,5,5,4,1,2,2
"12",2,2,5,4,5,1,5
"13",5,1,2,4,1,1,3
"14",5,2,5,3,2,3,1
"15",5,4,4,4,2,4,5
"16",3,3,2,5,1,5,5
"17",4,3,2,4,3,3,3
"18",4,1,1,2,4,4,5
"19",2,5,2,1,4,3,5
"20",3,5,1,3,2,1,4
"21",2,4,1,4,5,5,2
"22",5,2,3,1,5,5,4
"23",3,1,4,1,2,2,4
"24",5,5,2,2,3,5,1
"25",1,3,3,2,1,2,5
"26",1,2,1,5,2,4,4
"27",2,4,3,5,2,1,1
"28",1,1,4,5,4,3,3
"29",1,2,2,1,3,1,2
"30",5,3,1,5,4,2,2
"31",4,4,1,1,1,3,1
"32",4,4,4,1,4,1,2
"33",1,3,4,2,5,3,1
"34",4,1,5,5,3,5,2
"35",2,3,5,1,2,5,3
