"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,3,3,2,1,4,2,3
"2",3,4,3,5,1,1,4,3
"3",3,2,4,5,3,3,2,2
"4",1,2,3,5,5,3,5,1
"5",5,2,5,3,5,4,4,4
"6",4,1,1,4,5,2,2,3
"7",5,1,4,1,2,4,2,2
"8",2,3,5,2,4,2,2,1
"9",3,4,5,1,5,3,4,3
"10",4,2,1,2,2,5,3,5
"11",4,2,2,3,4,4,1,1
"12",4,1,5,4,4,1,5,2
"13",2,5,4,5,4,4,3,4
"14",2,2,2,1,4,1,2,4
"15",5,4,2,4,1,4,5,4
"16",5,3,1,5,4,5,4,2
"17",3,5,1,4,4,2,5,5
"18",4,3,4,1,4,3,5,5
"19",2,5,3,1,1,5,2,5
"20",1,5,4,2,2,1,5,3
"21",1,4,1,1,3,4,4,4
"22",5,2,3,5,2,2,1,1
"23",2,1,2,2,1,3,4,2
"24",1,3,1,5,3,1,2,5
"25",5,4,4,2,4,5,1,3
"26",1,1,3,2,5,2,3,4
"27",3,1,5,5,2,5,5,4
"28",3,1,4,1,3,5,4,1
"29",5,5,3,1,5,1,3,1
"30",1,3,5,1,3,3,1,3
"31",4,5,3,3,3,5,5,2
"32",3,5,1,2,5,4,2,2
"33",1,2,4,4,1,2,4,5
"34",4,5,4,4,1,3,3,1
"35",3,4,2,1,2,2,1,2
"36",2,2,2,2,5,5,5,3
"37",2,2,1,3,2,1,3,1
"38",4,4,2,5,5,3,3,5
"39",5,3,3,3,3,1,3,3
"40",5,5,1,3,2,3,1,4
"41",3,3,3,4,5,5,1,5
"42",1,3,5,3,1,5,3,2
"43",3,1,2,4,3,3,3,3
"44",1,4,2,4,2,5,2,1
"45",4,3,1,1,1,2,5,1
"46",1,1,4,3,4,4,1,5
"47",2,3,3,3,2,3,5,4
"48",2,1,1,5,1,4,1,3
"49",3,2,5,2,1,1,1,4
"50",2,4,5,4,3,4,4,1
"51",5,4,5,3,2,2,3,5
"52",5,1,2,2,3,1,4,5
"53",2,4,4,4,5,1,1,2
"54",1,5,2,3,4,2,4,2
"55",4,5,5,5,3,2,2,4
