"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,1,2,4,1,1,5,3
"2",1,1,2,3,1,3,2,5
"3",5,2,1,1,3,1,2,5
"4",5,4,3,4,5,2,1,4
"5",3,1,4,1,3,2,1,3
"6",5,2,1,3,5,4,5,2
"7",1,5,2,4,5,5,2,2
"8",4,1,2,2,4,5,1,4
"9",5,1,4,5,3,5,2,2
"10",5,3,5,5,4,4,4,5
"11",3,4,1,2,1,5,3,1
"12",3,3,4,2,2,1,5,5
"13",5,5,2,2,1,4,1,3
"14",2,5,2,5,2,1,3,4
"15",1,3,2,5,3,2,5,5
"16",1,4,3,1,5,4,3,5
"17",2,3,5,1,3,5,3,4
"18",4,5,4,1,3,4,2,1
"19",3,2,3,5,1,5,4,4
"20",3,5,3,4,3,2,4,2
"21",2,1,5,3,5,1,4,4
"22",3,5,1,1,4,2,5,4
"23",5,1,5,2,2,2,3,2
"24",1,2,4,4,4,1,3,1
"25",3,1,1,4,5,3,3,5
"26",4,2,3,3,3,4,3,3
"27",2,2,3,2,5,2,2,3
"28",3,3,2,3,4,3,2,2
"29",2,4,1,3,3,1,1,2
"30",5,4,2,2,4,1,4,1
"31",5,3,3,4,1,3,3,1
"32",1,2,4,2,4,5,5,3
"33",1,2,5,4,2,4,1,4
"34",2,1,3,5,4,3,5,1
"35",2,1,2,1,2,4,4,1
"36",3,4,5,5,2,3,2,3
"37",4,4,5,1,5,3,5,2
"38",3,3,5,3,5,5,1,1
"39",4,2,4,1,1,3,4,4
"40",2,5,4,2,4,3,1,5
"41",4,2,1,5,2,2,1,1
"42",4,4,1,4,3,5,4,4
"43",1,3,1,2,2,3,4,3
"44",4,4,5,3,1,2,2,5
"45",4,5,4,5,5,1,3,3
"46",2,4,4,4,1,4,5,2
"47",5,5,3,3,2,5,5,5
"48",1,5,5,3,2,2,4,1
"49",2,3,1,5,4,4,2,3
"50",1,3,3,1,1,1,1,2
