"","V1","V2","V3","V4","V5","V6","V7"
"1",3,1,2,2,1,1,3
"2",2,1,1,1,1,1,2
"3",2,3,2,1,1,2,3
"4",3,1,2,3,3,2,3
"5",1,1,1,3,2,3,2
"6",2,2,3,3,1,1,3
"7",3,3,2,2,3,3,2
"8",3,1,1,2,3,2,1
"9",3,3,3,1,2,1,2
"10",2,3,1,3,3,1,3
"11",2,2,2,3,1,3,2
"12",2,3,2,2,1,1,2
"13",1,3,3,2,1,3,2
"14",3,2,2,1,3,1,1
"15",1,1,3,2,3,1,2
"16",3,2,3,3,3,2,2
"17",1,1,2,3,1,2,3
"18",3,2,1,1,1,3,3
"19",2,1,1,2,2,2,3
"20",1,2,1,2,2,3,3
"21",2,3,3,2,3,2,1
"22",2,1,3,3,2,1,1
"23",2,1,3,1,3,3,3
"24",1,2,2,3,3,3,1
"25",2,3,1,1,2,3,1
"26",1,3,2,3,2,1,1
"27",1,3,3,2,2,2,3
"28",3,2,1,3,2,1,2
"29",3,1,3,2,1,3,1
"30",3,1,2,1,2,2,2
"31",3,3,1,3,1,2,1
"32",1,1,2,1,2,3,1
"33",2,2,1,2,3,3,2
"34",1,2,1,2,1,1,1
"35",2,2,3,1,2,2,1
"36",1,3,1,1,3,2,2
"37",1,2,2,1,3,1,3
"38",1,2,3,1,1,2,1
"39",3,3,3,3,2,3,3
