"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,5,5,4,1,1,1,4,5,1,5,2
"2",3,2,2,3,6,1,4,6,5,2,6,4
"3",1,6,3,3,5,2,2,3,6,6,2,3
"4",5,6,4,2,1,1,2,4,2,4,3,6
"5",4,3,2,6,6,1,5,4,3,6,2,2
"6",4,2,6,4,4,6,2,6,6,4,3,2
"7",6,1,4,6,3,3,4,5,6,5,6,3
"8",6,4,3,2,1,6,5,6,3,3,4,2
"9",3,5,4,1,5,5,6,4,6,2,2,5
"10",1,4,2,5,5,6,2,5,1,3,5,3
"11",2,5,6,3,6,4,1,5,3,5,4,1
"12",4,1,4,3,1,6,3,1,4,6,2,5
"13",5,3,5,6,2,5,4,3,1,2,2,1
"14",2,3,1,6,2,5,1,5,5,5,3,5
"15",6,5,5,6,5,4,3,6,3,1,2,5
"16",4,4,1,5,4,1,3,2,6,2,4,6
"17",1,6,1,1,3,3,3,6,4,3,5,4
"18",2,6,5,4,3,6,5,5,2,5,1,4
"19",1,2,5,5,4,5,6,2,4,6,5,2
"20",6,1,1,3,6,5,6,4,1,4,4,4
"21",6,3,6,3,3,1,6,1,5,3,2,3
"22",5,5,2,5,1,4,5,2,6,4,1,4
"23",3,5,1,3,3,5,1,1,3,2,1,2
"24",4,6,6,2,5,3,5,2,2,2,6,2
"25",2,3,4,4,6,2,5,1,1,1,3,5
"26",3,1,6,5,6,3,1,3,4,3,1,6
"27",2,3,5,2,2,4,2,1,6,3,6,5
"28",3,3,1,4,1,4,3,4,2,6,6,1
"29",5,1,3,4,5,2,1,1,3,4,5,1
"30",5,2,4,1,4,6,1,3,2,1,6,4
"31",2,1,5,1,4,1,3,5,1,3,2,2
"32",4,4,3,2,4,3,1,6,1,6,1,5
"33",6,6,2,4,4,5,3,3,4,5,6,6
"34",5,3,5,2,5,2,5,5,5,6,5,6
"35",2,1,2,2,3,4,5,3,6,1,4,1
"36",2,5,3,6,3,1,6,3,3,4,6,5
"37",6,4,6,5,3,2,2,2,1,6,4,4
"38",5,4,3,1,6,5,3,2,5,5,3,1
"39",3,5,2,1,2,2,4,1,1,5,5,3
"40",1,2,3,6,1,3,2,2,2,1,3,3
"41",1,4,4,5,2,2,4,6,5,4,1,1
"42",4,1,3,5,2,4,6,6,2,2,5,6
"43",1,4,6,3,2,6,4,4,4,1,4,6
"44",3,2,6,1,1,3,6,3,3,5,3,4
"45",5,6,1,4,4,3,6,5,4,1,3,1
"46",6,2,2,1,2,2,2,4,4,2,1,3
"47",3,6,4,6,6,6,4,1,5,3,4,3
"48",1,2,1,2,5,4,4,2,2,4,1,6
