"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,2,1,2,2,1,3,1,4,2,4
"2",1,4,1,1,3,2,2,3,2,2,4
"3",4,4,3,1,1,3,4,1,2,3,4
"4",3,2,1,4,3,3,2,4,4,1,1
"5",3,3,1,2,1,3,4,3,1,1,3
"6",3,1,3,4,1,2,1,2,2,2,1
"7",4,2,4,3,3,1,4,3,2,4,1
"8",2,1,4,2,2,2,4,2,4,4,4
"9",1,1,3,3,3,3,3,2,1,1,1
"10",2,4,3,2,1,1,3,3,4,1,1
"11",2,4,4,4,4,4,3,4,1,2,2
"12",2,2,2,1,4,3,1,2,3,4,1
"13",3,3,3,1,4,3,4,4,2,4,2
"14",1,1,1,3,1,2,2,1,3,4,2
"15",2,1,2,4,2,4,1,3,1,3,4
"16",4,3,4,1,3,2,3,2,4,1,3
"17",1,3,2,3,2,2,4,4,1,2,1
"18",2,4,2,4,4,2,2,3,4,4,3
"19",3,3,4,4,2,1,2,4,2,1,4
"20",1,3,4,2,4,4,2,1,3,2,1
"21",2,2,4,1,2,2,1,1,1,1,2
"22",3,1,4,3,3,4,2,1,2,3,3
"23",4,1,3,4,4,2,3,3,3,1,4
"24",4,2,1,3,4,4,4,2,4,2,2
"25",1,3,1,2,3,4,3,4,3,4,4
"26",3,4,4,3,4,1,1,2,3,3,4
"27",4,4,2,3,1,4,2,2,2,1,2
"28",1,4,4,2,2,3,1,3,2,4,2
"29",4,4,3,2,2,4,1,4,4,3,3
"30",1,2,2,4,4,1,4,1,2,2,3
"31",2,4,3,3,3,3,4,1,3,1,3
"32",3,2,3,1,4,4,2,3,1,2,4
"33",2,1,1,2,4,1,1,4,2,1,3
"34",4,3,2,1,2,1,1,3,3,2,1
"35",2,4,1,4,2,1,4,2,3,3,2
"36",1,2,4,4,1,3,4,3,3,3,3
"37",4,3,1,4,3,3,1,2,1,4,3
"38",3,1,2,1,3,2,4,4,4,3,2
"39",4,1,2,2,3,1,2,1,1,3,2
"40",2,3,2,3,1,3,1,1,4,2,4
"41",1,1,2,1,2,4,3,2,3,1,3
"42",3,3,3,4,2,4,3,1,4,4,1
"43",2,2,1,1,1,4,3,3,2,3,1
"44",4,1,4,2,1,3,2,4,3,2,2
"45",1,3,3,1,1,1,2,2,1,4,3
"46",3,4,1,2,4,2,3,1,1,3,1
"47",1,2,3,3,3,1,1,4,4,3,2
"48",4,2,2,3,1,2,3,4,1,4,4
