"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,1,1,2,2,1,2,2,1,1,4,1,4,2
"2",2,2,3,3,3,4,4,1,2,1,4,3,4,4,4
"3",4,3,4,2,3,1,4,4,3,4,2,4,3,4,3
"4",2,3,3,1,2,1,1,4,4,3,4,1,2,2,2
"5",3,1,4,4,4,1,3,2,4,2,4,2,3,1,2
"6",2,4,4,1,3,2,3,3,1,2,3,2,4,4,1
"7",4,1,2,3,3,4,3,3,1,1,3,4,2,1,3
"8",3,4,1,3,3,1,2,4,2,1,1,1,3,2,1
"9",1,1,3,1,2,2,4,3,4,1,1,3,3,3,1
"10",3,1,2,3,4,1,1,3,2,4,2,3,4,4,2
"11",3,3,4,3,4,4,1,3,2,4,4,1,1,3,3
"12",3,2,1,4,2,2,4,4,2,4,3,2,3,1,4
"13",1,4,4,3,2,3,4,2,2,4,3,4,2,2,1
"14",2,1,2,2,3,4,4,4,3,2,1,1,1,2,1
"15",4,2,1,2,3,3,2,4,4,2,4,2,4,4,3
"16",1,4,2,2,3,1,4,2,1,3,4,2,1,3,3
"17",1,4,3,2,4,3,1,1,3,2,1,2,2,4,2
"18",3,3,4,2,1,3,1,4,2,1,3,3,4,1,2
"19",3,2,3,2,4,4,2,2,4,3,1,4,4,1,1
"20",2,2,2,4,1,3,2,3,3,4,4,4,4,2,1
"21",1,3,2,3,1,2,3,2,4,4,1,1,4,3,3
"22",4,3,1,1,1,4,2,4,2,3,1,3,2,3,4
"23",3,3,4,2,2,4,3,1,4,1,2,1,2,1,4
"24",2,1,1,2,1,1,3,2,4,3,3,4,2,4,4
"25",4,1,2,1,4,2,3,1,2,4,3,1,2,3,1
"26",4,2,3,4,3,1,2,1,4,4,1,3,1,2,3
"27",3,3,2,4,4,3,4,1,1,2,1,4,3,3,2
"28",4,1,3,4,2,2,1,2,1,2,2,1,4,3,4
"29",1,2,3,2,4,2,2,4,1,1,3,4,1,2,4
"30",1,2,1,1,1,4,3,3,1,2,4,1,3,2,2
"31",1,4,2,4,3,4,1,3,4,3,2,4,3,3,4
"32",4,3,2,4,2,4,2,2,4,1,3,2,1,4,1
"33",1,3,3,3,4,3,3,4,3,3,3,1,4,1,4
"34",4,4,3,3,1,2,3,4,3,2,4,4,1,3,2
"35",1,3,2,1,2,1,2,1,2,2,2,4,4,1,3
"36",3,1,4,1,2,3,4,1,3,3,4,3,1,3,3
"37",4,4,1,3,2,4,4,1,3,3,2,2,4,2,2
"38",1,1,1,3,1,3,1,2,3,2,2,2,1,1,3
"39",2,3,1,4,3,2,1,1,1,3,4,3,2,1,1
"40",2,2,4,3,1,1,1,1,3,1,3,2,3,3,1
"41",2,2,1,4,4,2,4,3,3,1,2,1,2,4,3
"42",3,4,3,2,1,3,2,1,1,4,3,1,3,4,3
"43",1,1,4,4,2,4,2,4,1,3,2,3,2,4,2
"44",2,1,4,1,3,3,2,2,1,4,1,2,3,2,4
"45",4,4,2,1,4,2,1,2,3,1,4,3,3,2,4
"46",2,4,4,4,1,1,3,3,2,2,1,3,1,2,4
"47",2,4,1,1,4,3,3,3,4,4,2,3,1,1,2
"48",4,2,3,2,1,1,4,3,1,3,2,2,2,1,1
