"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,4,4,6,1,5,5,6,3
"2",1,3,3,5,4,5,2,6,4
"3",5,4,6,2,6,4,2,5,5
"4",4,1,2,4,1,3,4,2,5
"5",3,5,1,2,5,5,4,2,6
"6",4,3,6,6,5,3,2,3,1
"7",3,6,1,2,3,3,2,6,2
"8",6,4,3,3,6,3,6,2,4
"9",6,6,4,6,2,4,1,2,3
"10",2,2,2,6,2,1,3,2,2
"11",5,6,1,6,4,1,4,4,4
"12",3,4,5,1,4,6,1,2,2
"13",3,4,6,5,3,2,3,1,6
"14",6,1,5,5,5,5,4,3,5
"15",4,6,3,1,1,3,5,1,4
"16",4,5,5,1,6,1,4,4,2
"17",6,5,4,2,2,2,3,4,6
"18",4,1,2,6,3,6,3,5,6
"19",4,2,3,2,2,5,1,4,1
"20",5,1,4,1,3,4,6,3,1
"21",3,2,4,4,5,6,6,5,3
"22",2,2,4,5,6,3,1,4,6
"23",1,6,5,4,2,3,4,5,1
"24",3,4,1,5,1,2,6,3,1
"25",1,1,1,3,6,4,5,4,2
"26",5,1,3,2,5,1,2,1,3
"27",3,1,5,3,1,1,1,6,4
"28",6,3,1,1,2,6,4,5,3
"29",5,5,2,5,4,6,5,1,2
"30",4,5,2,5,6,2,1,5,3
"31",5,3,5,3,1,5,3,1,2
"32",2,2,6,2,2,6,5,2,5
"33",6,2,1,3,4,2,1,3,5
"34",1,4,2,1,1,4,2,3,6
"35",2,5,6,3,3,1,6,3,3
"36",5,5,6,4,1,6,2,4,4
"37",2,3,1,4,3,5,1,1,4
"38",1,6,4,4,5,1,2,2,5
"39",2,3,2,1,5,2,5,6,5
"40",1,5,3,6,3,4,5,4,5
"41",4,6,5,3,4,5,6,6,6
"42",1,1,6,1,4,3,3,5,3
"43",2,6,3,3,6,6,3,3,1
"44",6,4,2,4,5,4,3,6,1
"45",1,3,4,2,4,2,4,1,1
"46",5,3,3,4,2,1,6,5,6
"47",3,2,5,6,6,4,6,1,4
"48",6,2,6,5,3,2,5,6,2
