"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,4,4,1,2,2,1
"2",4,4,4,4,3,4,3,2
"3",4,4,3,3,2,3,1,4
"4",2,1,1,2,4,4,3,2
"5",2,1,3,1,2,1,2,4
"6",3,2,2,4,1,4,3,4
"7",4,1,4,2,2,2,4,3
"8",3,2,4,1,4,4,2,3
"9",4,2,1,3,2,1,3,1
"10",2,4,4,1,3,2,1,2
"11",1,3,1,4,2,2,4,2
"12",3,3,1,2,1,4,1,1
"13",2,3,2,3,1,1,1,3
"14",1,4,2,3,4,3,2,1
"15",4,3,3,2,4,1,2,1
"16",1,2,1,2,3,3,1,4
"17",2,3,3,4,4,3,4,4
"18",4,1,2,1,1,3,2,2
"19",1,1,3,3,2,4,1,2
"20",1,2,4,3,3,1,3,4
"21",3,4,1,4,3,1,2,3
"22",2,4,2,1,2,4,4,3
"23",1,3,4,2,1,3,3,3
"24",3,1,2,4,4,2,1,3
"25",3,4,3,2,1,1,4,2
"26",3,1,3,3,3,3,4,1
"27",4,3,1,1,4,2,3,4
"28",1,2,2,1,3,2,4,1
