"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",5,4,2,5,2,3,1,4
"2",3,5,5,1,4,3,2,5
"3",1,4,1,1,3,3,3,1
"4",3,2,4,3,1,1,1,1
"5",4,5,3,5,5,1,2,2
"6",1,1,5,3,5,3,4,2
"7",4,1,1,2,4,4,1,3
"8",1,3,2,4,4,1,4,5
"9",2,2,2,5,4,5,3,1
"10",3,4,5,5,1,4,4,3
"11",3,4,1,3,5,5,5,4
"12",4,5,1,3,1,2,3,5
"13",2,5,2,2,2,4,5,2
"14",5,2,4,4,5,4,3,5
"15",4,1,3,1,2,5,4,4
"16",2,1,4,5,3,2,5,4
"17",5,3,5,3,3,5,2,2
"18",5,4,4,2,4,2,4,1
"19",1,2,3,2,1,4,2,5
"20",1,5,4,4,3,5,1,3
"21",5,2,2,1,3,1,5,3
"22",2,3,3,1,5,2,1,3
"23",3,1,1,4,2,2,2,2
"24",4,3,3,4,1,3,5,1
"25",2,3,5,2,2,1,3,4
