"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,1,1,1,1,2,1,3,1
"2",2,2,3,3,3,1,2,1,1,1
"3",3,1,1,2,1,1,1,3,2,2
"4",3,2,3,1,3,1,3,2,3,2
"5",3,1,2,3,2,1,1,2,3,3
"6",3,2,1,2,3,2,1,1,3,3
"7",2,2,1,2,3,1,3,3,1,3
"8",2,1,3,1,3,3,1,3,2,2
"9",1,1,3,3,2,2,3,3,1,2
"10",1,1,3,2,2,1,2,1,2,3
"11",2,1,3,2,2,2,3,2,3,1
"12",1,1,2,1,3,2,1,2,1,1
"13",2,2,1,3,2,3,1,2,2,1
"14",3,2,2,1,2,2,2,3,1,1
"15",2,3,3,2,3,3,1,2,1,3
"16",1,2,3,3,1,3,1,1,3,2
"17",1,3,1,3,3,2,2,2,3,2
"18",1,1,1,1,1,3,3,2,2,3
"19",3,1,1,3,3,2,3,1,2,2
"20",3,3,3,3,2,3,2,3,2,3
"21",2,1,2,2,1,3,2,1,1,2
"22",1,3,2,2,2,1,1,3,3,1
"23",2,3,2,1,3,1,2,2,2,3
"24",1,2,2,3,1,1,3,3,2,1
"25",3,1,2,2,3,3,2,3,3,1
"26",1,2,1,2,2,2,2,2,2,2
"27",2,3,1,1,2,3,3,3,3,2
"28",1,3,1,1,2,1,1,1,1,2
"29",1,2,3,1,1,2,2,3,3,3
"30",2,2,2,3,1,2,1,3,1,3
"31",3,2,2,1,2,3,3,1,1,3
"32",3,3,3,1,1,2,1,1,2,1
"33",1,3,2,2,3,3,3,1,2,1
"34",3,3,1,3,1,3,2,2,1,1
"35",3,3,3,2,1,1,3,2,1,2
"36",2,3,2,3,1,2,3,1,3,3
