"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,3,1,6,6,2,1,1,4,4,2,3
"2",2,6,4,3,5,6,5,2,4,1,1,2
"3",2,3,5,2,3,2,6,6,6,3,2,5
"4",1,5,1,1,5,5,3,3,6,4,5,4
"5",4,1,4,2,3,6,2,1,3,5,6,5
"6",2,3,5,4,5,4,1,6,2,6,6,2
"7",3,2,1,3,1,6,4,5,1,4,3,1
"8",6,3,2,4,2,4,4,1,6,2,6,2
"9",1,2,2,5,2,4,1,3,3,1,2,5
"10",5,2,2,3,4,1,5,2,5,6,4,6
"11",6,6,5,3,1,3,1,4,4,3,5,6
"12",1,1,3,6,2,3,6,5,4,5,5,3
"13",5,5,2,2,2,3,3,6,3,6,1,2
"14",2,4,3,1,1,1,2,2,1,2,4,3
"15",4,6,1,4,4,2,5,5,2,1,6,4
"16",6,1,4,5,5,1,3,4,1,3,1,4
"17",4,4,6,5,1,5,5,3,5,6,1,4
"18",6,4,3,1,6,4,6,4,2,5,2,5
"19",1,5,6,4,4,3,4,1,1,4,3,6
"20",5,5,5,6,3,5,6,2,2,3,4,1
"21",3,4,3,6,6,6,3,6,5,2,4,6
"22",3,1,6,2,6,2,4,3,3,2,5,1
"23",3,6,4,5,3,1,2,4,6,5,3,1
"24",5,2,6,1,4,5,2,5,5,1,3,3
