"","V1","V2","V3","V4","V5","V6"
"1",1,2,3,3,1,2
"2",3,1,3,1,1,2
"3",3,1,1,2,2,3
"4",3,3,2,1,2,1
"5",2,2,3,3,1,3
"6",3,3,1,2,3,2
"7",1,1,2,1,1,3
"8",2,1,2,2,1,2
"9",1,2,2,2,2,1
"10",1,1,3,2,2,1
"11",3,1,3,2,3,3
"12",2,2,3,1,2,3
"13",2,2,1,2,3,2
"14",1,2,1,3,3,3
"15",3,2,3,1,3,1
"16",1,1,2,1,3,2
"17",3,2,2,3,3,2
"18",2,3,3,2,1,1
"19",1,3,1,2,1,3
"20",3,3,3,3,2,2
"21",2,1,3,3,3,1
"22",2,1,1,1,3,1
"23",2,3,1,1,1,2
"24",2,3,1,3,2,1
"25",3,2,1,1,2,3
"26",1,3,3,2,3,3
"27",1,3,2,3,3,1
"28",2,1,2,3,2,3
"29",2,3,2,1,3,3
"30",3,1,1,3,1,1
"31",1,2,1,1,1,1
"32",3,3,2,3,1,3
"33",2,2,2,2,2,2
"34",3,2,2,2,1,1
"35",1,3,3,1,2,2
"36",1,1,1,3,2,2
