"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,3,4,6,1,4,1,1,2,1,4
"2",4,6,6,5,4,6,4,3,5,1,3
"3",3,5,5,3,1,5,1,6,4,3,6
"4",1,6,5,1,2,3,3,2,1,3,3
"5",5,4,6,6,6,5,3,4,1,4,5
"6",2,3,4,2,6,6,5,2,6,3,5
"7",1,1,6,3,5,2,2,5,5,5,4
"8",4,6,2,1,4,4,5,6,6,5,4
"9",5,2,5,5,2,4,6,2,5,4,6
"10",2,5,1,2,6,4,1,4,2,4,1
"11",5,3,4,2,2,6,3,6,4,6,1
"12",4,3,2,1,3,1,1,1,5,4,3
"13",1,4,3,4,1,1,5,3,5,2,1
"14",5,5,3,3,5,5,6,1,1,2,2
"15",4,2,4,5,4,1,2,6,1,3,1
"16",3,1,1,4,2,6,6,5,2,4,3
"17",2,5,4,6,3,2,6,4,3,6,5
"18",6,6,3,5,1,3,4,5,3,5,2
"19",6,1,1,6,5,2,5,2,4,3,3
"20",3,2,5,1,6,3,6,4,4,1,2
"21",3,6,3,4,6,1,3,1,4,5,6
"22",2,1,6,3,3,4,4,1,3,5,1
"23",1,4,1,5,4,6,2,2,3,6,4
"24",6,1,3,1,4,5,2,3,3,2,6
"25",6,4,6,2,3,1,5,5,2,2,4
"26",5,5,1,3,2,2,2,4,6,1,5
"27",6,4,5,4,5,3,1,3,6,6,2
"28",4,2,2,2,1,2,4,3,1,6,5
"29",2,2,2,6,3,5,3,5,6,2,2
"30",1,3,2,4,5,3,4,6,2,1,6
