"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,1,1,1,2,2,1,3,3,2,2,1,1,2,1
"2",2,3,1,1,2,2,3,1,3,1,3,2,2,3,1
"3",2,2,3,3,2,1,2,1,3,1,2,1,1,3,3
"4",1,3,3,2,1,2,3,1,1,2,1,3,2,1,2
"5",2,3,1,3,1,1,1,1,2,2,2,1,3,1,1
"6",3,1,2,2,1,1,3,1,1,3,2,2,3,2,3
"7",1,2,1,1,3,3,1,1,2,2,3,2,1,1,3
"8",3,3,2,1,2,3,3,3,1,3,2,2,2,1,1
"9",1,2,3,1,1,3,2,3,3,2,1,2,3,2,1
"10",3,3,1,3,2,2,1,3,1,1,2,2,1,2,3
"11",2,3,3,2,3,3,1,3,1,1,1,1,2,2,1
"12",1,3,3,3,3,2,2,2,2,3,2,3,2,3,3
"13",2,1,3,3,2,2,2,3,1,2,3,3,3,1,3
"14",1,1,2,3,3,1,2,1,1,1,2,3,2,2,1
"15",2,2,2,3,1,2,1,2,3,3,3,3,1,2,1
"16",3,2,1,3,3,2,3,1,1,2,3,1,1,2,2
"17",2,3,1,1,2,1,2,1,2,3,1,3,1,2,1
"18",2,1,3,1,3,2,3,1,3,3,2,1,3,1,2
"19",3,3,2,2,1,3,2,1,3,1,3,1,2,1,2
"20",3,3,3,2,3,2,2,2,3,3,1,2,1,1,3
"21",1,1,2,2,3,1,3,2,3,2,1,2,1,3,1
"22",3,3,3,1,2,1,1,2,3,2,3,3,3,2,2
"23",3,2,3,3,2,2,3,2,2,3,1,1,3,3,1
"24",1,1,1,2,1,2,2,3,2,1,3,1,3,3,2
"25",2,1,1,3,1,3,3,2,3,3,3,2,2,2,3
"26",3,1,1,2,3,3,2,2,2,1,2,3,3,1,1
"27",1,3,2,2,1,2,1,2,1,3,2,1,1,3,2
"28",1,1,3,1,2,3,2,2,1,1,3,3,1,2,2
"29",2,2,3,2,1,1,3,3,2,1,3,2,1,1,1
"30",3,1,3,3,1,3,1,1,2,2,1,2,2,3,2
"31",3,2,2,1,1,3,3,2,2,1,2,3,1,3,3
"32",1,2,1,2,2,1,1,3,3,3,2,3,2,1,3
"33",1,1,2,3,2,3,2,3,2,3,1,1,1,1,2
"34",2,2,2,2,3,2,1,1,3,1,1,3,3,2,3
"35",1,3,2,1,3,1,3,3,2,2,3,1,2,2,3
"36",1,2,1,3,2,1,3,2,1,1,1,2,3,1,2
"37",2,2,1,1,3,3,2,2,1,2,1,1,3,3,3
"38",3,2,1,1,1,1,2,3,1,2,1,3,2,3,2
"39",3,1,3,2,3,1,1,3,2,3,3,2,2,3,2
"40",2,3,2,3,3,3,3,3,3,2,2,3,3,3,2
"41",1,2,2,2,2,3,1,1,1,3,3,2,3,3,1
"42",2,1,2,1,1,1,1,2,2,1,1,1,2,1,3
