"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",6,6,3,5,5,4,6,3,6
"2",6,4,5,5,1,3,3,4,1
"3",1,6,5,3,6,3,5,5,4
"4",1,2,4,1,3,3,2,1,3
"5",3,5,3,1,2,2,4,6,1
"6",1,4,6,1,2,4,5,3,1
"7",3,3,6,4,6,4,1,5,5
"8",5,4,5,6,5,1,4,6,5
"9",2,3,6,4,5,2,6,2,2
"10",3,2,2,3,5,6,5,1,5
"11",1,1,3,5,6,5,2,4,1
"12",4,2,6,5,2,6,4,4,2
"13",2,6,2,6,2,4,3,5,4
"14",2,6,4,4,3,1,1,5,2
"15",4,4,3,6,2,5,6,1,3
"16",2,1,5,3,3,6,3,6,3
"17",1,5,6,5,2,2,2,2,5
"18",2,4,1,3,6,1,3,3,6
"19",5,6,6,2,6,3,2,3,3
"20",5,3,4,1,2,6,6,5,5
"21",4,4,6,2,3,2,6,4,6
"22",4,1,4,5,6,3,5,2,6
"23",4,2,6,2,1,1,3,6,4
"24",5,1,4,3,4,4,6,6,1
"25",6,3,1,3,2,3,2,4,5
"26",2,1,1,2,4,2,4,5,5
"27",4,3,1,2,5,5,5,5,1
"28",6,1,6,4,4,5,3,1,6
"29",4,1,2,1,3,5,1,3,4
"30",2,5,5,1,5,5,2,4,6
"31",4,5,1,5,3,4,2,6,6
"32",5,3,2,2,1,3,4,2,6
"33",3,5,6,6,4,5,5,6,3
"34",5,2,1,6,5,4,1,2,3
"35",1,5,1,2,3,5,6,2,4
"36",1,3,4,6,4,6,3,3,5
"37",6,5,4,2,3,1,5,1,4
"38",2,1,5,6,1,3,6,3,4
"39",1,3,2,5,4,1,4,1,3
"40",5,6,1,4,1,1,5,3,3
"41",3,2,4,6,2,1,1,4,6
"42",6,5,3,3,1,5,1,5,3
"43",4,5,3,6,6,2,3,1,1
"44",1,2,3,4,1,5,5,6,6
"45",3,6,5,3,1,4,4,1,5
"46",2,6,4,4,5,6,4,2,1
"47",6,4,2,4,6,6,4,6,4
"48",3,1,2,3,2,2,3,2,1
"49",3,5,1,5,4,3,6,4,2
"50",6,3,5,3,4,1,1,3,1
"51",6,2,2,6,3,2,5,5,2
"52",5,6,2,1,4,6,3,4,2
"53",6,2,5,1,6,4,4,2,2
"54",5,1,3,4,5,2,2,5,4
"55",4,6,3,1,4,2,1,1,5
"56",1,4,2,2,5,3,1,6,2
"57",3,4,4,2,1,6,2,3,2
"58",2,3,1,4,1,4,2,1,2
"59",5,4,5,5,3,6,1,2,4
"60",3,2,3,1,6,1,6,4,3
