"","V1","V2","V3","V4","V5"
"1",1,2,3,5,4
"2",4,1,5,2,6
"3",1,6,1,3,5
"4",4,2,6,5,1
"5",5,5,6,6,5
"6",4,6,2,6,4
"7",3,3,5,3,2
"8",1,3,5,6,6
"9",2,4,2,6,1
"10",4,2,4,3,1
"11",4,4,1,5,6
"12",6,5,3,3,4
"13",1,1,6,3,3
"14",6,2,5,6,3
"15",5,6,5,1,1
"16",5,3,1,2,5
"17",5,4,2,3,3
"18",3,4,6,3,6
"19",6,3,2,5,2
"20",2,3,3,2,1
"21",3,5,4,6,2
"22",1,2,1,2,2
"23",2,1,4,5,5
"24",2,5,2,1,6
"25",6,1,2,3,5
"26",2,2,6,1,4
"27",4,6,3,2,2
"28",2,5,4,2,4
"29",5,4,5,4,4
"30",3,1,1,6,4
"31",4,3,6,4,5
"32",3,2,2,4,6
"33",2,3,1,4,3
"34",5,1,4,4,3
"35",1,4,3,4,5
"36",6,6,4,5,6
"37",6,3,4,1,4
"38",3,1,2,1,1
"39",2,6,6,4,2
"40",1,4,4,1,3
"41",6,4,6,2,2
"42",4,5,1,1,3
"43",1,5,5,5,1
"44",5,2,3,1,6
"45",3,6,3,5,3
"46",5,1,3,6,2
"47",3,6,5,2,5
"48",6,5,1,4,1
