"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,1,3,1,2,2,2,1,3,1,3,1
"2",3,1,3,3,3,3,2,2,2,1,2,1
"3",1,3,2,3,3,2,3,1,3,1,1,2
"4",2,3,3,3,1,3,2,1,2,2,3,3
"5",1,1,3,3,1,2,2,3,2,2,1,2
"6",1,2,2,3,2,2,1,1,1,3,3,1
"7",3,2,1,3,3,3,1,2,1,2,1,2
"8",2,3,2,3,1,1,1,2,2,3,2,1
"9",2,1,2,2,3,1,3,3,2,3,1,1
"10",1,1,2,2,1,3,1,2,3,3,1,3
"11",3,3,2,1,3,1,2,1,1,2,2,1
"12",2,3,1,1,2,3,2,3,2,1,1,3
"13",1,2,1,1,1,1,3,2,2,3,3,2
"14",3,1,2,3,2,1,1,3,3,2,3,2
"15",3,2,2,1,1,2,1,1,2,1,2,3
"16",2,3,3,2,2,1,2,2,3,3,3,3
"17",1,2,1,3,2,3,3,3,3,2,2,1
"18",2,3,1,2,3,2,1,2,3,1,3,1
"19",1,2,2,2,1,3,2,3,1,1,3,2
"20",2,1,2,1,3,3,3,2,1,2,3,3
"21",3,2,3,3,2,2,3,2,1,3,1,3
"22",1,1,3,2,3,1,1,1,2,2,2,3
"23",3,3,1,2,2,3,3,1,2,3,3,2
"24",1,3,3,1,2,1,1,2,1,1,1,2
"25",3,1,1,1,2,2,2,1,3,3,1,2
"26",3,2,1,2,1,1,2,2,3,1,1,1
"27",3,3,2,1,1,2,3,3,3,2,2,3
"28",2,1,1,1,1,2,1,3,1,2,2,1
"29",1,3,1,2,3,2,2,3,1,3,2,3
"30",2,2,3,2,1,3,3,1,1,2,1,1
"31",3,2,3,2,3,1,3,3,2,1,3,2
"32",2,2,3,1,3,3,1,3,3,3,2,2
"33",2,1,1,3,2,1,3,1,1,1,2,3
