"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,1,4,4,2,4,1,2,3,2
"2",2,2,2,4,4,4,1,1,2,3
"3",2,2,1,3,3,4,4,2,1,4
"4",2,4,4,1,4,1,3,4,3,3
"5",3,2,1,1,2,1,2,1,3,4
"6",2,2,4,1,1,3,1,3,2,1
"7",4,3,3,2,1,4,1,2,3,4
"8",1,1,1,2,3,2,1,4,3,2
"9",4,1,2,4,2,2,4,3,3,4
"10",1,1,4,2,3,1,3,2,2,4
"11",2,4,1,4,1,1,2,3,2,3
"12",4,2,2,2,4,1,1,3,1,3
"13",2,4,4,2,2,2,4,2,1,2
"14",2,1,3,1,2,3,2,4,1,4
"15",1,3,1,2,1,3,3,1,3,1
"16",1,3,2,2,4,3,2,3,4,4
"17",1,3,1,4,4,2,3,3,2,1
"18",2,1,3,3,4,1,2,1,3,1
"19",3,4,2,1,1,4,3,3,1,4
"20",4,1,4,1,3,3,3,1,4,3
"21",3,1,1,3,1,2,2,1,1,2
"22",1,4,3,4,2,2,3,1,3,4
"23",3,3,4,3,1,1,2,4,4,1
"24",1,2,2,3,2,1,4,4,1,1
"25",1,3,4,3,3,3,1,3,1,3
"26",4,1,3,2,1,1,3,3,2,2
"27",3,2,4,2,4,4,4,4,3,2
"28",4,3,1,1,3,2,4,4,2,3
"29",4,4,4,3,4,2,2,2,2,4
"30",3,3,3,4,4,4,2,4,1,2
"31",1,4,2,1,3,4,2,1,2,2
"32",4,2,1,2,2,4,2,3,4,1
"33",2,3,2,1,2,1,1,2,4,2
"34",3,2,3,4,3,2,1,4,4,4
"35",3,1,2,1,4,3,4,2,2,1
"36",2,1,2,3,1,4,3,4,4,3
"37",4,2,3,4,2,3,3,2,1,1
"38",3,3,4,4,1,3,4,1,2,3
"39",4,3,2,4,3,1,4,1,4,2
"40",4,4,1,3,2,3,1,4,3,2
"41",3,4,3,2,3,2,1,1,1,1
"42",1,2,3,1,1,2,4,2,4,3
"43",2,4,3,3,3,4,4,3,4,1
"44",3,4,1,3,4,3,3,2,4,3
