"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,1,1,4,1,4,3,1
"2",4,4,2,2,3,1,2,4,2
"3",1,4,2,1,2,3,4,4,2
"4",1,2,1,3,1,1,2,1,2
"5",1,1,3,2,2,4,1,4,1
"6",4,2,4,2,1,2,1,3,2
"7",3,1,4,1,3,3,3,2,2
"8",3,1,1,1,2,2,2,4,3
"9",4,3,1,4,4,2,4,2,4
"10",3,3,2,4,2,1,1,1,1
"11",3,1,3,3,4,1,1,2,3
"12",3,1,2,2,1,1,4,2,4
"13",3,4,3,4,1,2,3,3,1
"14",2,3,4,2,1,4,4,3,1
"15",4,2,4,4,2,1,3,4,3
"16",4,3,3,2,3,4,3,2,1
"17",1,2,3,1,3,2,4,1,3
"18",4,3,3,2,2,2,2,1,4
"19",1,3,3,1,3,1,2,3,4
"20",3,4,4,3,3,2,4,4,2
"21",1,3,2,4,1,2,1,3,3
"22",4,4,3,1,4,3,1,3,3
"23",2,2,1,4,2,3,4,2,2
"24",4,2,3,3,2,3,4,1,1
"25",4,1,1,4,3,3,2,3,1
"26",1,2,1,2,4,4,3,3,3
"27",2,1,2,1,1,2,3,2,1
"28",2,4,3,4,4,4,2,2,2
"29",1,3,2,3,4,3,3,1,1
"30",4,2,2,1,4,4,2,1,2
"31",3,2,4,4,3,4,1,1,4
"32",3,4,1,1,1,4,3,1,3
"33",2,2,2,3,4,2,1,4,4
"34",2,2,3,1,1,3,2,4,4
"35",2,3,4,1,2,1,1,2,2
"36",3,3,4,2,4,3,3,4,4
"37",2,4,4,2,4,1,4,1,3
"38",4,1,2,3,2,4,4,3,4
"39",1,1,4,4,1,3,3,1,3
"40",2,3,2,4,3,4,4,4,3
"41",2,1,4,3,4,2,2,3,1
"42",1,4,4,3,2,4,2,2,4
"43",2,1,1,2,3,3,1,1,4
"44",2,4,1,3,2,1,3,3,4
"45",1,4,1,2,3,2,1,2,1
"46",1,1,3,4,3,1,3,4,2
"47",4,4,2,3,1,3,2,2,3
"48",3,3,1,3,1,4,1,4,2
