"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,2,2,1,2,1,2
"2",1,3,3,3,2,1,2,1
"3",2,2,2,3,1,2,3,3
"4",2,1,3,1,1,2,3,2
"5",1,3,3,2,1,3,1,3
"6",3,1,1,3,2,3,3,3
"7",3,1,3,2,2,2,2,1
"8",2,1,2,1,3,3,3,3
"9",1,1,2,3,2,1,2,3
"10",1,3,1,3,3,2,2,3
"11",1,1,3,3,3,2,3,2
"12",1,1,1,2,2,2,1,1
"13",3,3,1,2,3,3,1,2
"14",3,2,2,2,1,1,2,3
"15",2,2,3,3,2,3,2,3
"16",3,2,3,3,1,3,3,1
"17",2,2,1,1,3,3,2,2
"18",3,3,1,3,2,1,2,2
"19",3,1,2,1,3,1,2,1
"20",2,1,1,2,1,3,2,1
"21",1,3,2,3,1,2,3,2
"22",2,3,3,2,3,3,2,1
"23",1,3,2,1,3,1,1,2
"24",3,2,1,1,3,2,3,2
"25",1,2,3,1,3,2,1,1
"26",1,1,2,2,1,1,3,1
"27",1,2,1,3,1,3,1,2
"28",1,1,1,1,1,2,2,3
"29",1,3,1,1,2,3,3,1
"30",2,1,2,3,3,3,1,1
"31",3,3,2,2,2,2,3,1
"32",1,2,3,1,2,1,3,3
"33",3,2,3,3,3,2,1,3
"34",3,3,2,3,2,2,1,1
"35",2,3,1,2,1,1,3,2
"36",2,3,3,1,1,2,2,1
"37",2,3,1,1,2,2,1,3
"38",3,2,1,1,1,1,1,1
"39",2,2,2,1,2,1,1,3
"40",2,2,1,3,3,1,3,1
"41",2,1,3,3,1,1,1,2
"42",1,2,2,2,2,3,2,2
"43",3,3,3,2,3,1,3,3
"44",3,3,2,1,1,3,2,3
"45",1,2,2,2,3,3,3,2
"46",2,1,1,2,3,1,1,3
"47",3,1,3,1,2,3,1,2
"48",2,2,3,2,2,1,2,2
