"","V1","V2","V3","V4","V5"
"1",4,4,5,2,3
"2",2,6,6,4,1
"3",5,3,6,5,6
"4",5,5,4,3,2
"5",3,2,4,2,5
"6",3,6,5,1,4
"7",4,2,2,3,2
"8",2,1,3,2,1
"9",3,3,1,6,1
"10",5,4,3,5,2
"11",3,5,2,4,5
"12",6,6,2,6,3
"13",4,2,3,6,6
"14",3,1,6,6,3
"15",2,4,1,1,6
"16",1,1,5,3,6
"17",6,3,1,2,4
"18",6,2,5,4,1
"19",5,6,3,2,6
"20",2,3,3,4,4
"21",6,1,4,1,3
"22",4,5,2,1,1
"23",1,3,6,1,2
"24",1,5,4,6,5
"25",1,2,2,5,4
"26",6,4,6,3,5
"27",2,4,4,5,2
"28",4,5,5,5,4
"29",1,6,1,3,3
"30",5,1,1,4,5
