"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",4,5,3,3,5,6,1,2,6,2,5
"2",1,2,2,3,6,2,5,5,5,2,3
"3",3,2,4,4,4,6,6,1,5,1,4
"4",4,3,6,3,6,5,4,1,4,6,1
"5",6,6,6,3,4,1,5,4,1,3,5
"6",2,5,1,2,3,1,4,1,4,4,5
"7",2,5,5,5,5,5,5,5,6,5,3
"8",2,1,6,1,5,5,3,3,2,1,4
"9",3,4,5,6,6,1,1,4,4,1,4
"10",4,6,1,4,6,6,3,4,2,4,3
"11",3,5,2,6,2,5,5,2,1,2,2
"12",5,1,5,2,2,4,5,2,4,2,6
"13",5,1,3,5,5,1,4,3,6,3,1
"14",4,3,2,1,2,1,1,5,3,3,6
"15",6,4,1,4,1,3,5,3,6,6,4
"16",1,3,4,5,6,3,3,1,1,3,6
"17",6,5,4,1,6,4,6,2,3,4,2
"18",5,3,3,1,3,6,6,5,1,5,4
"19",2,3,1,6,3,4,2,4,6,2,5
"20",2,2,2,4,1,5,1,1,5,4,2
"21",2,4,3,2,5,3,1,4,1,6,1
"22",6,4,2,4,5,5,4,6,3,1,6
"23",2,6,3,5,1,3,6,6,4,2,4
"24",4,6,4,1,2,3,4,5,6,1,1
"25",6,2,1,3,3,3,2,3,1,1,2
"26",1,6,2,1,4,4,3,3,5,5,6
"27",5,2,5,2,6,3,2,6,5,5,5
"28",4,4,6,6,3,2,6,3,5,4,6
"29",1,3,5,3,2,1,6,3,2,5,2
"30",1,4,6,2,3,6,2,6,4,3,2
"31",6,1,4,6,4,4,1,5,2,4,3
"32",3,1,1,2,4,4,6,6,3,3,1
"33",5,5,2,6,4,1,3,6,4,6,2
"34",1,6,5,4,4,2,2,2,3,2,1
"35",3,1,4,1,3,2,2,2,6,6,3
"36",3,2,6,4,1,2,4,6,1,4,3
"37",1,1,3,6,2,6,4,4,3,6,5
"38",5,4,3,2,1,2,3,1,2,1,3
"39",4,2,1,5,5,2,5,2,2,5,5
"40",6,3,5,5,1,6,3,4,5,3,1
"41",3,5,4,3,1,5,2,5,2,6,6
"42",5,6,6,5,2,4,1,1,3,5,4
