"","V1","V2","V3","V4","V5","V6"
"1",2,2,3,2,2,3
"2",3,1,2,2,4,3
"3",4,2,4,4,2,2
"4",2,2,2,4,4,1
"5",4,2,1,2,3,4
"6",2,1,4,1,4,2
"7",4,3,2,4,1,4
"8",1,4,3,4,4,4
"9",4,1,2,1,2,1
"10",1,3,4,3,2,1
"11",1,2,3,1,3,1
"12",4,3,3,2,4,2
"13",4,4,4,1,1,3
"14",2,4,2,1,3,4
"15",3,4,1,4,2,3
"16",3,4,4,2,3,1
"17",4,1,3,3,3,3
"18",1,1,1,4,3,2
"19",2,1,1,3,2,4
"20",3,2,4,3,4,4
"21",2,4,3,3,1,2
"22",3,3,2,3,3,2
"23",1,1,4,2,1,4
"24",3,2,1,1,1,2
"25",2,3,1,2,1,1
"26",2,3,4,4,3,3
"27",1,4,2,2,2,2
"28",3,3,3,1,2,4
"29",4,4,1,3,4,1
"30",1,2,2,3,1,3
"31",3,1,3,4,1,1
"32",1,3,1,1,4,3
