"","V1","V2","V3","V4","V5"
"1",3,1,2,3,3
"2",4,3,2,4,3
"3",2,3,4,2,4
"4",2,1,4,4,3
"5",4,1,3,2,1
"6",1,2,4,3,4
"7",3,1,4,3,2
"8",3,2,2,2,2
"9",2,2,3,2,3
"10",1,4,4,2,1
"11",1,3,3,4,3
"12",2,1,1,2,1
"13",4,1,2,4,2
"14",4,3,1,2,3
"15",2,3,2,1,1
"16",1,1,4,1,2
"17",1,3,1,3,2
"18",1,2,1,4,2
"19",4,3,4,3,2
"20",3,3,1,4,1
"21",2,2,3,1,2
"22",4,4,3,3,1
"23",3,3,4,1,1
"24",4,2,1,1,1
"25",1,2,2,1,3
"26",3,1,1,1,3
"27",2,2,2,3,1
"28",1,1,2,2,4
"29",3,4,1,2,2
"30",2,4,1,3,3
"31",1,3,3,2,2
"32",1,1,3,3,1
"33",3,2,4,4,1
"34",2,4,4,1,3
"35",1,4,2,4,1
"36",2,4,3,4,2
"37",3,4,2,2,4
"38",4,4,2,1,2
"39",3,4,3,3,3
"40",4,4,4,4,4
"41",2,3,2,3,4
"42",3,3,3,1,4
"43",1,4,1,1,4
"44",3,2,3,4,4
"45",4,2,4,2,3
"46",4,2,1,3,4
"47",4,1,3,1,4
"48",2,1,1,4,4
