"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,3,3,3,2,3,1
"2",1,2,3,1,3,3,2,1
"3",3,3,2,2,1,1,2,2
"4",1,1,3,2,3,2,2,2
"5",3,3,3,3,1,2,1,3
"6",2,3,3,1,1,3,3,2
"7",2,3,2,2,2,2,2,2
"8",1,2,3,1,1,2,3,3
"9",2,3,2,2,3,3,2,2
"10",1,2,3,3,2,1,2,2
"11",1,1,3,3,1,3,1,2
"12",3,1,3,2,3,3,3,3
"13",1,3,3,2,3,1,1,1
"14",1,1,2,3,2,2,2,3
"15",2,1,3,3,2,1,3,3
"16",3,2,2,3,3,1,1,3
"17",3,2,3,2,1,1,3,1
"18",2,1,3,1,1,2,2,1
"19",2,2,1,3,1,3,2,3
"20",2,1,1,1,2,3,3,1
"21",3,3,2,1,3,2,3,1
"22",1,2,1,1,2,1,2,1
"23",1,3,2,1,2,3,1,3
"24",3,2,1,2,2,2,2,3
"25",1,3,2,3,1,1,3,1
"26",2,3,2,2,3,2,1,2
"27",1,3,1,3,3,3,3,3
"28",3,3,1,1,2,1,3,3
"29",2,2,3,2,2,3,1,3
"30",3,1,2,1,1,3,2,3
"31",3,3,1,2,1,3,1,1
"32",3,3,3,3,2,3,2,1
"33",1,3,1,1,1,2,2,2
"34",2,3,3,1,3,1,2,3
"35",3,1,1,3,1,2,3,2
"36",1,1,2,2,1,3,3,1
"37",3,1,3,1,2,1,1,2
"38",3,2,2,3,2,3,3,2
"39",2,2,1,2,3,1,3,2
"40",2,2,2,1,1,1,1,1
"41",1,2,1,2,2,2,3,2
"42",2,2,2,2,1,2,2,3
"43",3,1,2,2,2,2,1,1
"44",1,2,1,3,2,2,1,1
"45",1,1,1,2,1,1,1,3
"46",1,1,2,1,3,1,3,2
"47",2,3,1,3,2,1,1,2
"48",2,1,1,1,3,2,1,3
"49",3,1,1,3,3,1,2,1
"50",3,2,1,1,3,3,1,2
"51",2,1,2,3,3,3,1,1
