"","V1","V2","V3","V4","V5","V6","V7"
"1",3,1,2,5,4,6,5
"2",2,6,2,3,1,3,5
"3",1,1,5,2,2,3,6
"4",3,6,6,1,2,2,2
"5",5,4,5,1,3,6,5
"6",4,2,2,1,1,4,1
"7",4,6,4,5,2,6,6
"8",3,5,1,4,3,1,6
"9",6,1,1,1,4,2,3
"10",3,3,4,1,5,3,4
"11",4,4,6,3,4,2,6
"12",6,6,5,3,4,4,1
"13",2,2,1,6,5,4,6
"14",1,4,5,4,6,4,5
"15",1,5,3,1,4,4,4
"16",2,5,6,6,3,5,3
"17",3,1,4,3,6,5,2
"18",2,4,2,2,5,1,1
"19",1,6,3,5,6,2,3
"20",3,4,3,6,1,5,1
"21",4,6,1,2,6,5,4
"22",5,5,2,4,5,6,2
"23",1,3,1,3,2,6,2
"24",4,1,3,4,2,4,3
"25",5,5,4,2,1,1,3
"26",1,2,4,4,3,2,1
"27",2,2,6,2,5,6,3
"28",5,3,6,5,6,3,1
"29",6,3,3,2,3,5,6
"30",6,2,6,4,1,5,4
"31",2,3,5,5,1,1,4
"32",5,3,2,6,2,2,4
"33",6,5,4,6,5,3,5
"34",4,1,5,6,4,1,2
"35",5,2,3,3,6,1,5
"36",6,4,1,5,3,3,2
