"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,3,4,1,3,4,3,1,2,2,1
"2",3,2,2,4,3,4,4,4,2,2,4
"3",4,3,2,3,1,4,1,1,2,4,3
"4",3,3,4,1,2,3,1,4,1,3,4
"5",2,4,1,3,2,4,2,4,4,2,2
"6",1,3,1,4,3,3,3,3,1,4,2
"7",1,4,3,4,1,1,2,2,1,2,3
"8",3,4,3,3,4,3,4,2,1,1,2
"9",3,1,1,1,4,4,3,2,3,3,3
"10",2,4,2,1,2,1,4,2,2,4,4
"11",2,1,4,3,1,2,3,4,3,4,3
"12",2,1,3,4,4,2,1,3,2,3,1
"13",1,2,3,3,4,3,2,1,4,3,4
"14",1,2,2,1,2,2,1,2,4,4,2
"15",2,4,1,2,3,2,1,1,3,1,4
"16",3,3,1,4,1,2,4,1,3,3,1
"17",1,1,2,2,1,3,2,3,2,1,4
"18",4,2,4,4,2,4,1,2,3,1,2
"19",4,1,3,2,2,3,4,1,4,2,3
"20",1,3,4,2,4,1,4,4,3,1,3
"21",2,2,3,2,1,4,4,3,1,3,1
"22",2,1,2,3,3,1,3,2,4,1,1
"23",4,2,1,1,2,2,3,4,2,1,2
"24",4,4,4,4,3,2,3,3,4,3,4
"25",3,3,3,1,1,1,2,3,4,2,1
"26",3,1,4,2,3,1,2,1,1,4,2
"27",4,4,2,2,4,3,2,4,3,4,1
"28",4,2,1,3,4,1,1,3,1,2,3
