"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",5,1,2,5,2,2,2,5,2,1,3,5
"2",1,4,1,4,6,6,1,4,2,4,5,5
"3",3,2,1,4,3,3,2,2,6,6,6,2
"4",2,4,4,2,1,6,2,5,4,6,3,1
"5",5,4,2,1,1,3,4,1,6,2,2,3
"6",2,1,2,3,6,2,4,2,4,1,5,3
"7",3,1,2,1,3,6,3,1,1,3,4,1
"8",2,5,4,4,4,2,4,5,6,6,1,6
"9",4,6,3,2,5,6,5,2,4,5,6,5
"10",6,3,3,3,2,5,1,1,5,6,2,5
"11",6,3,3,6,6,1,3,5,5,3,6,4
"12",1,1,5,2,4,1,1,1,3,5,3,4
"13",6,6,5,4,1,6,4,4,1,3,3,5
"14",2,2,3,6,1,4,1,6,3,3,1,3
"15",3,4,4,6,2,2,6,1,3,4,6,6
"16",6,1,6,2,3,2,4,6,5,4,3,2
"17",1,1,4,3,3,6,6,4,5,2,1,4
"18",5,3,5,5,4,6,2,1,4,1,5,4
"19",4,3,6,1,5,5,5,5,3,1,3,6
"20",3,2,6,3,4,5,1,5,1,4,6,3
"21",1,3,5,1,2,3,3,6,4,2,6,5
"22",4,5,1,4,5,1,1,5,4,2,2,1
"23",1,5,5,6,4,3,5,5,1,2,5,2
"24",5,2,1,2,1,4,5,3,3,2,6,4
"25",6,4,6,3,4,1,6,2,6,2,4,5
"26",4,4,3,4,3,5,6,6,2,1,6,1
"27",5,1,4,4,6,3,6,2,1,4,2,6
"28",4,2,5,5,2,2,5,2,4,3,1,1
"29",1,6,2,1,4,5,3,2,3,4,1,2
"30",6,2,2,6,4,6,5,4,3,5,2,2
"31",2,3,6,4,1,1,3,3,2,1,2,2
"32",4,1,4,6,5,5,1,3,6,2,4,2
"33",4,5,5,1,2,4,6,3,2,6,2,3
"34",3,4,6,5,6,6,3,6,6,4,2,3
"35",2,5,6,3,5,4,4,1,5,3,6,1
"36",2,2,2,5,5,4,6,6,4,6,4,5
"37",4,1,5,4,1,4,3,4,6,5,5,6
"38",5,6,5,3,6,2,2,6,3,6,4,3
"39",5,2,4,1,5,1,4,4,2,5,5,1
"40",1,3,6,5,2,5,4,2,2,6,4,4
"41",2,5,1,6,3,5,4,3,5,1,3,6
"42",3,2,1,1,5,3,2,4,5,3,1,6
"43",3,6,4,1,3,2,1,4,6,1,5,4
"44",6,5,2,2,4,4,3,6,2,4,5,6
"45",5,6,1,3,2,5,6,5,5,3,4,2
"46",5,6,6,6,3,3,2,3,4,5,1,5
"47",3,3,1,3,3,1,5,6,1,5,1,4
"48",6,5,3,5,1,3,1,2,3,5,5,1
"49",3,6,3,5,6,4,5,1,2,2,2,4
"50",1,6,2,5,1,1,5,4,5,4,4,3
"51",1,3,3,2,6,3,6,3,6,5,3,1
"52",6,4,4,2,6,4,2,3,1,1,1,2
"53",2,5,3,2,2,1,2,3,1,3,4,6
"54",4,4,1,6,5,2,3,1,1,6,3,3
