"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",4,1,3,2,3,1,1,1,2,2,3
"2",2,4,2,1,3,1,2,3,1,1,4
"3",1,2,3,3,1,3,2,4,3,1,1
"4",3,2,3,2,4,1,4,1,4,3,1
"5",3,2,1,1,2,2,4,3,2,1,1
"6",4,1,4,3,1,1,3,3,1,3,2
"7",3,3,2,2,4,2,4,1,1,4,3
"8",1,1,1,2,3,4,3,3,2,4,1
"9",2,4,3,1,4,4,1,2,3,3,1
"10",3,3,4,3,1,1,1,2,4,1,3
"11",2,2,2,4,1,2,4,2,4,4,1
"12",2,1,1,4,2,1,3,2,3,2,4
"13",2,2,2,3,2,1,1,1,1,4,2
"14",4,3,2,4,4,1,2,4,2,2,1
"15",2,2,1,2,1,3,1,4,2,2,4
"16",1,2,3,4,4,4,4,3,1,2,3
"17",2,4,4,4,4,3,3,1,2,1,2
"18",1,3,3,4,3,2,1,3,4,3,4
"19",3,3,3,1,3,3,1,4,1,4,2
"20",2,1,4,3,4,2,2,4,2,4,4
"21",4,1,2,1,2,3,3,4,4,3,3
"22",2,3,4,2,2,4,4,4,4,2,2
"23",2,1,3,1,1,3,4,2,1,1,3
"24",3,1,2,4,2,4,1,3,3,1,2
"25",4,4,1,1,1,2,3,1,3,2,2
"26",4,4,3,4,2,3,4,2,2,4,4
"27",3,4,1,4,1,2,2,4,1,3,3
"28",3,4,2,3,4,4,3,3,4,2,4
"29",1,4,1,3,3,1,4,4,3,3,2
"30",4,3,1,3,3,4,3,2,1,1,1
"31",4,2,4,2,3,2,4,4,3,1,4
"32",3,1,4,4,3,3,2,1,3,3,1
"33",1,1,2,1,4,2,2,2,4,2,2
"34",3,2,4,1,2,4,2,1,2,3,4
"35",1,3,1,2,3,3,2,1,4,1,3
"36",4,4,3,2,1,4,2,3,4,4,2
"37",1,3,4,1,2,1,3,3,3,4,3
"38",1,4,4,2,2,2,1,2,1,2,1
"39",4,2,1,3,4,3,1,2,3,4,3
"40",1,3,2,3,1,4,3,1,2,3,4
