"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,1,3,1,1,1,2,3,1,2,3,2,2,1
"2",2,3,3,1,2,2,1,1,3,2,3,2,3,3,1
"3",1,3,2,1,3,1,1,3,2,2,2,1,1,2,3
"4",3,3,2,3,2,3,3,1,3,3,3,2,2,2,3
"5",2,1,1,1,1,1,3,2,2,3,2,2,1,3,3
"6",1,1,1,2,1,2,2,3,3,1,3,2,3,2,3
"7",1,2,1,2,2,3,1,2,2,3,3,1,1,1,1
"8",1,1,2,1,2,1,2,1,1,1,1,2,2,1,1
"9",1,3,2,3,1,2,1,3,1,3,2,3,2,3,2
"10",2,1,3,2,1,2,1,1,2,3,1,3,2,1,3
"11",3,1,2,2,3,3,1,1,3,1,2,2,1,3,2
"12",1,2,1,1,2,3,3,1,2,2,1,3,3,3,2
"13",3,3,1,1,3,2,2,2,1,1,3,3,2,1,3
"14",3,1,2,1,1,3,2,2,1,3,2,1,3,2,1
"15",2,1,1,3,3,2,3,3,2,2,1,1,2,3,1
"16",3,1,2,3,2,1,3,3,2,2,3,3,3,1,2
"17",2,2,1,2,3,1,1,1,1,3,3,1,3,2,2
"18",1,1,3,3,2,2,3,1,1,2,2,1,1,2,3
"19",2,2,3,1,1,3,3,3,3,1,2,1,2,1,2
"20",2,3,2,2,2,3,3,2,1,1,1,3,1,2,1
"21",2,2,2,3,3,3,1,3,1,2,1,2,3,1,3
"22",3,3,3,2,2,1,2,2,2,1,1,1,3,3,3
"23",3,2,3,1,3,2,2,3,3,3,1,3,1,2,2
"24",3,2,3,2,1,1,2,3,1,2,3,2,1,3,1
"25",1,3,3,2,3,1,3,2,3,3,2,2,3,1,1
"26",2,3,1,3,1,2,2,1,3,2,1,1,1,1,2
"27",1,2,3,3,3,3,2,2,2,1,3,3,2,3,2
