"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",10,4,13,2,13,7,18,4,5
"2",14,12,12,18,3,2,3,7,9
"3",9,11,14,12,14,17,4,16,18
"4",3,3,4,17,12,14,16,9,12
"5",4,14,18,13,8,4,12,11,3
"6",12,8,10,16,10,18,11,1,1
"7",8,10,2,6,2,12,14,15,2
"8",17,7,5,7,7,3,13,5,17
"9",6,1,8,9,9,5,1,18,7
"10",2,16,7,5,6,16,5,6,6
"11",7,18,1,11,15,6,8,2,10
"12",18,15,16,8,16,13,15,8,8
"13",15,2,15,3,4,15,9,12,11
"14",1,9,11,4,17,1,10,14,13
"15",16,5,6,14,18,9,6,13,4
"16",13,13,3,1,11,11,2,10,15
"17",11,17,9,15,5,8,17,17,14
"18",5,6,17,10,1,10,7,3,16
