"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",5,6,12,4,13,4,15,4,5,3,12,15,3,4,5,10,13
"2",17,12,7,5,4,5,16,16,6,13,9,16,14,15,7,14,5
"3",13,10,2,2,16,1,7,11,7,18,13,2,6,9,16,4,10
"4",6,18,11,3,6,16,2,9,3,12,2,13,8,5,12,6,3
"5",2,14,5,15,10,6,3,10,13,5,14,14,2,17,13,15,7
"6",10,9,18,1,1,11,13,8,18,10,18,11,9,11,17,18,17
"7",4,4,9,6,11,14,12,1,12,16,15,5,18,16,11,9,1
"8",16,16,16,7,14,8,5,13,15,4,16,8,13,6,3,8,4
"9",14,5,4,10,18,18,18,12,17,9,1,10,1,8,9,12,6
"10",11,1,1,18,7,12,9,7,1,8,17,18,12,10,2,5,8
"11",12,15,17,13,12,10,10,2,2,15,4,4,4,13,4,17,9
"12",1,11,6,9,9,17,8,18,9,11,11,1,11,1,1,16,18
"13",3,3,15,11,8,3,6,15,16,17,3,12,10,12,6,2,12
"14",15,7,10,16,15,9,4,6,11,14,6,17,17,3,15,13,16
"15",8,17,3,12,2,2,14,3,14,7,5,6,15,2,10,7,11
"16",9,2,13,17,5,7,11,17,8,1,7,3,7,7,18,11,2
"17",7,13,14,14,17,15,17,14,4,6,10,9,16,14,14,3,14
"18",18,8,8,8,3,13,1,5,10,2,8,7,5,18,8,1,15
