"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,10,17,14,9,7,4,1
"2",14,7,8,15,18,4,14,5
"3",7,17,16,8,15,5,15,13
"4",5,16,7,5,5,13,5,17
"5",15,11,5,1,10,8,17,16
"6",17,5,18,6,16,12,7,9
"7",18,18,1,12,8,10,11,7
"8",2,9,2,11,17,16,9,14
"9",4,13,12,16,3,11,18,8
"10",13,12,15,3,2,15,10,4
"11",8,4,6,9,6,18,16,2
"12",10,14,3,7,12,2,6,3
"13",12,15,10,18,13,17,3,11
"14",9,3,4,17,1,6,8,12
"15",11,1,14,13,11,14,13,18
"16",6,2,9,2,14,9,1,6
"17",1,6,11,4,7,1,12,10
"18",16,8,13,10,4,3,2,15
