"","V1","V2","V3","V4"
"1",17,8,2,5
"2",6,11,11,8
"3",18,15,12,14
"4",3,3,3,15
"5",9,12,1,12
"6",16,2,8,11
"7",11,6,10,18
"8",10,1,13,4
"9",12,18,4,7
"10",14,10,6,16
"11",7,5,5,1
"12",1,14,7,10
"13",8,17,15,17
"14",13,4,16,9
"15",2,9,14,6
"16",5,7,18,13
"17",4,16,9,3
"18",15,13,17,2
