"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",16,2,4,11,4,16,14,12,13,6,11,11,18,5,12,16
"2",3,15,5,16,8,8,12,3,12,4,7,2,5,4,3,12
"3",12,14,6,8,11,15,17,15,4,5,10,17,2,13,5,3
"4",4,13,11,5,5,10,13,13,3,14,15,3,15,6,16,4
"5",2,1,2,9,7,13,2,5,1,11,18,10,6,17,9,10
"6",17,3,17,10,10,1,18,6,9,16,14,7,7,8,2,6
"7",14,16,12,6,3,7,3,8,8,17,9,14,1,3,11,17
"8",11,9,13,3,13,11,6,7,7,3,12,1,16,15,1,18
"9",13,10,9,15,2,14,8,9,18,18,5,5,12,18,6,2
"10",18,18,1,2,18,12,10,2,10,10,2,9,10,10,18,7
"11",10,8,14,17,6,6,16,4,2,9,3,16,13,14,15,13
"12",15,12,10,18,9,3,1,17,14,2,16,8,8,12,17,9
"13",7,7,8,7,12,4,7,1,17,7,13,18,14,1,10,1
"14",1,5,16,1,1,9,9,18,11,1,1,13,9,9,7,8
"15",9,4,15,14,16,17,5,11,6,8,6,4,4,2,14,5
"16",6,6,7,4,14,5,15,14,16,13,8,6,3,16,13,15
"17",8,11,3,12,15,2,4,16,5,15,4,12,17,7,4,11
"18",5,17,18,13,17,18,11,10,15,12,17,15,11,11,8,14
