"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,13,11,6,8,17,14,14,16,15,15,4,13
"2",14,4,14,3,14,16,8,3,10,7,17,6,5
"3",16,6,3,4,10,6,3,13,3,14,6,3,11
"4",3,12,12,15,11,4,5,12,2,6,16,14,3
"5",1,18,5,1,12,7,12,5,14,11,5,12,6
"6",15,5,6,14,5,14,11,15,17,4,7,13,4
"7",6,9,1,9,18,18,6,11,11,8,1,18,12
"8",11,10,10,16,7,1,9,1,12,16,2,5,1
"9",10,15,16,7,3,15,2,7,6,17,8,16,7
"10",13,17,13,18,15,13,10,16,5,10,4,7,17
"11",12,11,7,5,9,11,17,2,1,2,10,15,18
"12",5,2,4,17,4,12,4,4,9,12,14,10,16
"13",18,16,2,10,1,3,16,10,8,9,18,8,8
"14",2,3,18,11,6,10,15,9,4,5,3,2,9
"15",7,8,15,2,2,2,7,17,13,3,9,9,15
"16",9,14,8,12,16,8,1,6,18,1,12,1,10
"17",8,1,9,8,17,9,18,18,7,18,11,11,2
"18",17,7,17,13,13,5,13,8,15,13,13,17,14
