"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,4,3,1,1,4,1,4
"2",3,2,3,2,4,3,4,2
"3",1,2,3,2,3,4,2,1
"4",2,1,1,4,3,4,4,2
"5",4,3,3,3,2,3,4,3
"6",1,3,3,4,2,1,3,1
"7",4,1,3,4,4,2,3,4
"8",1,1,4,3,4,4,2,3
"9",2,3,4,4,1,3,1,1
"10",1,4,4,1,4,2,4,2
"11",2,2,4,2,1,1,3,3
"12",3,3,1,1,4,4,3,3
"13",3,1,4,1,3,3,3,1
"14",2,2,2,1,2,3,2,3
"15",1,2,1,3,1,2,1,2
"16",2,4,3,3,3,1,4,1
"17",4,1,2,3,1,4,2,1
"18",4,2,1,1,2,2,4,1
"19",3,4,4,2,2,2,2,4
"20",2,3,1,2,4,1,1,4
"21",1,3,2,4,3,3,2,4
"22",4,2,4,4,3,2,1,3
"23",2,2,4,3,2,4,4,4
"24",3,1,1,3,1,3,3,4
"25",1,1,2,1,1,1,4,4
"26",1,4,1,2,2,3,3,2
"27",3,2,1,4,4,1,2,1
"28",4,4,2,2,4,3,1,1
"29",4,4,1,3,3,1,2,3
"30",1,1,3,1,3,2,1,3
"31",3,4,3,4,2,4,1,2
"32",2,3,2,3,4,2,3,2
"33",3,1,2,2,2,1,1,2
"34",3,4,2,4,1,2,4,3
"35",4,3,2,2,3,4,3,4
"36",4,3,4,1,1,1,2,2
