"","V1","V2","V3","V4","V5","V6","V7"
"1",1,1,4,2,3,3,1
"2",3,4,1,4,1,4,2
"3",3,3,1,4,4,2,4
"4",1,2,1,3,3,4,2
"5",4,4,4,3,3,4,4
"6",2,3,2,2,3,2,2
"7",1,2,2,2,1,1,2
"8",1,4,2,3,4,2,3
"9",3,1,1,3,3,1,2
"10",4,2,1,2,1,2,1
"11",3,2,4,4,4,3,2
"12",4,3,4,2,4,1,3
"13",2,4,4,4,3,1,3
"14",1,1,1,4,2,2,3
"15",3,2,3,2,2,4,3
"16",2,3,1,1,2,1,1
"17",2,2,4,3,2,2,1
"18",3,3,2,1,3,3,4
"19",3,4,2,2,4,4,1
"20",2,1,3,3,4,4,4
"21",1,2,3,1,3,1,4
"22",4,3,3,3,2,3,2
"23",2,3,4,1,1,4,3
"24",4,2,2,4,2,1,4
"25",4,4,3,1,1,2,3
"26",4,2,1,1,4,3,3
"27",2,1,3,1,4,1,2
"28",1,3,3,4,1,3,4
"29",3,4,3,3,1,1,1
"30",1,3,2,4,4,4,1
"31",4,1,3,4,3,2,1
"32",2,1,2,3,1,3,3
"33",3,1,4,2,1,2,4
"34",4,1,2,1,2,4,1
"35",1,4,4,1,2,3,2
"36",2,4,1,2,2,3,4
