"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,3,1,2,3,3,3,3,2,1
"2",2,4,2,2,4,2,2,1,4,4
"3",1,2,1,1,2,2,2,4,1,2
"4",1,1,3,4,4,1,3,3,1,1
"5",2,4,1,1,1,4,4,1,2,3
"6",3,1,1,2,2,1,3,1,4,2
"7",1,4,1,3,1,3,1,3,3,2
"8",4,2,3,3,1,3,3,1,1,3
"9",1,3,4,1,4,3,2,2,4,1
"10",3,3,4,1,1,1,1,3,1,3
"11",2,3,1,3,3,1,2,2,1,4
"12",4,4,2,4,2,1,2,2,3,3
"13",2,3,4,4,1,2,3,2,4,2
"14",4,2,4,3,2,1,1,4,4,4
"15",3,1,1,2,4,2,1,4,2,3
"16",3,2,4,4,4,4,2,1,2,2
"17",3,1,3,2,1,4,2,2,3,1
"18",4,1,1,4,4,4,4,2,3,4
"19",2,1,2,1,2,3,4,2,1,2
"20",2,4,3,3,4,1,4,3,2,2
"21",1,1,2,3,3,4,1,1,4,3
"22",1,3,3,4,2,3,1,1,2,4
"23",4,1,3,1,1,2,2,3,2,4
"24",4,3,2,2,4,4,1,2,1,2
"25",2,2,2,3,2,4,3,4,2,1
"26",4,4,3,1,3,4,3,4,4,2
"27",2,2,3,1,3,1,1,1,3,1
"28",4,4,4,3,2,2,4,1,3,1
"29",1,3,2,2,1,1,4,4,3,4
"30",1,4,4,2,2,4,3,3,1,4
"31",3,2,1,4,1,2,4,3,4,1
"32",1,2,4,2,3,2,4,2,2,3
"33",3,4,2,4,3,2,1,4,1,1
"34",3,2,2,1,3,3,3,3,3,4
"35",3,3,3,3,4,3,4,4,4,3
"36",2,1,4,4,3,3,2,4,3,3
