"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,3,2,4,3,3,1,4,3,2,3,3,1,2,4
"2",2,1,4,1,3,3,1,1,2,4,2,2,2,3,2
"3",4,3,3,3,3,2,3,1,4,4,4,2,4,2,4
"4",4,2,4,4,2,3,3,4,2,1,1,2,3,1,4
"5",3,3,1,1,2,1,2,1,4,2,3,2,1,1,3
"6",2,1,3,3,1,4,3,4,2,2,4,1,1,1,3
"7",3,2,4,1,3,4,3,2,1,2,4,3,1,3,1
"8",4,4,3,2,4,3,2,1,1,3,2,4,1,4,4
"9",3,3,3,2,2,4,1,3,4,4,2,4,3,1,1
"10",1,1,1,3,3,2,3,3,1,3,2,4,3,1,2
"11",1,1,1,1,4,3,2,3,3,1,4,2,4,2,1
"12",3,1,4,4,4,1,4,1,3,2,2,3,3,2,3
"13",3,4,2,1,4,2,1,4,2,3,4,1,3,4,3
"14",2,4,2,4,4,4,2,2,4,3,1,3,2,1,2
"15",4,1,2,4,2,1,1,3,1,3,4,4,2,3,4
"16",3,2,1,2,1,2,2,4,1,4,1,3,2,2,3
"17",3,4,1,4,1,3,3,2,4,2,2,1,4,3,2
"18",3,4,3,3,3,1,2,4,2,1,3,4,4,3,2
"19",2,3,4,4,4,4,2,3,1,4,3,2,4,4,3
"20",2,1,3,2,2,2,4,4,4,3,3,3,4,4,1
"21",4,2,1,3,4,2,4,2,2,4,3,1,1,2,1
"22",3,1,2,3,3,3,4,3,4,1,1,2,1,4,3
"23",4,4,4,2,3,2,4,3,3,2,4,1,2,1,2
"24",2,3,1,2,4,4,4,4,3,1,2,4,2,3,4
"25",1,3,4,1,2,3,4,2,2,3,1,4,4,2,3
"26",1,4,2,2,1,4,4,1,1,1,3,2,3,2,2
"27",4,1,3,1,1,4,2,2,3,3,3,1,3,3,4
"28",1,2,4,3,1,2,1,2,4,1,3,4,2,4,3
"29",4,2,1,3,2,4,1,1,3,2,1,3,4,4,2
"30",4,3,2,1,1,1,3,3,2,1,2,3,2,4,1
"31",2,4,4,3,1,1,1,3,3,3,1,2,1,2,1
"32",1,2,3,1,4,1,3,4,4,4,1,1,1,3,2
"33",1,4,1,2,2,1,3,2,2,4,4,3,3,4,4
"34",2,2,2,4,1,3,4,1,3,4,4,4,3,1,1
"35",2,2,2,2,3,1,1,2,1,1,2,1,4,1,4
"36",1,3,3,4,2,2,2,1,1,2,1,1,2,3,1
