"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,1,4,2,2,1,3,2,3
"2",4,2,1,3,3,3,4,2,4
"3",3,4,3,1,2,3,1,4,3
"4",2,2,3,1,4,2,3,4,4
"5",2,2,4,1,1,1,4,1,2
"6",3,3,4,4,4,4,3,4,2
"7",3,3,3,2,1,4,4,2,1
"8",2,1,3,4,2,2,4,3,2
"9",1,3,2,1,2,1,1,2,4
"10",3,1,4,1,3,3,2,2,2
"11",3,4,4,3,1,2,3,1,4
"12",4,2,3,1,4,4,2,3,1
"13",2,2,1,4,2,4,3,2,3
"14",2,4,4,3,4,3,1,2,1
"15",1,4,1,2,4,2,4,3,3
"16",4,1,2,2,3,2,4,4,2
"17",2,3,2,2,1,3,3,3,3
"18",4,3,4,4,2,3,2,3,4
"19",4,2,3,4,1,2,1,1,3
"20",1,1,3,3,4,4,2,4,3
"21",4,4,2,4,3,1,3,3,1
"22",1,1,2,4,4,3,4,1,4
"23",1,1,1,1,1,3,3,3,1
"24",1,4,2,4,1,2,2,2,2
"25",3,1,1,3,1,1,2,4,4
"26",2,4,3,2,3,1,2,2,4
"27",3,2,1,2,2,2,2,1,1
"28",1,3,4,3,2,1,4,4,1
"29",4,3,1,1,4,1,2,1,3
"30",3,4,2,1,3,4,4,1,3
"31",1,3,3,3,3,3,3,1,2
"32",4,4,1,2,1,4,1,4,2
"33",2,1,2,3,2,4,1,1,1
"34",1,2,4,2,3,4,1,3,4
"35",3,2,2,3,4,1,1,3,2
"36",2,3,1,4,3,2,1,4,1
