"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,4,3,2,4,4,2,3,3,2,4,1,2,4,2,4
"2",4,1,2,3,3,3,3,3,4,4,4,2,4,2,4,4
"3",3,2,1,3,1,3,4,1,3,2,1,2,1,4,1,4
"4",2,4,2,3,1,1,1,3,4,2,1,4,4,1,2,2
"5",1,1,1,2,3,2,3,4,3,1,1,1,4,1,2,2
"6",1,2,3,2,3,1,4,2,1,4,2,2,4,4,1,2
"7",2,1,2,2,2,4,4,1,2,2,4,3,3,1,3,1
"8",1,4,2,1,3,2,1,1,2,4,1,4,2,3,3,4
"9",1,1,4,4,1,4,3,2,3,4,3,3,1,3,2,2
"10",1,1,4,3,2,2,2,4,1,2,2,4,3,2,1,4
"11",2,1,3,4,4,2,4,3,2,3,1,2,2,3,4,3
"12",2,3,2,4,3,4,1,4,2,3,2,1,1,2,1,3
"13",3,2,3,4,2,2,1,4,3,4,4,2,2,1,3,1
"14",4,1,1,2,1,1,1,1,1,3,3,1,2,2,4,2
"15",4,3,3,3,1,4,2,4,1,3,1,3,4,4,3,1
"16",2,4,3,1,1,3,3,3,1,1,2,3,1,1,4,4
"17",2,2,4,3,4,3,1,1,1,1,4,1,4,3,2,3
"18",3,3,4,2,2,3,2,2,2,4,1,1,3,1,4,3
"19",4,3,2,4,1,2,4,3,2,1,3,1,3,3,2,4
"20",3,4,1,3,4,1,4,4,3,4,2,3,3,2,3,3
"21",4,4,4,1,2,4,4,3,4,1,1,2,2,2,1,2
"22",2,3,1,2,4,2,2,3,4,4,3,3,1,3,1,1
"23",4,4,1,4,4,3,3,2,1,3,4,3,3,1,1,2
"24",1,3,3,3,4,3,4,1,4,1,3,4,2,2,4,1
"25",3,1,4,1,3,1,1,3,2,1,3,3,3,4,1,1
"26",1,2,2,1,1,3,2,4,4,2,3,2,3,3,4,2
"27",3,3,3,1,1,2,3,1,3,3,4,4,4,2,1,3
"28",2,2,1,1,2,4,3,4,1,4,3,4,2,4,2,3
"29",3,2,2,1,4,1,3,2,1,2,1,1,1,2,3,1
"30",4,3,4,2,3,1,4,4,2,2,4,4,1,3,4,2
"31",1,4,1,3,2,1,2,2,2,1,4,2,1,4,3,3
"32",4,1,2,2,2,3,1,2,4,3,2,4,1,4,2,3
"33",2,4,4,4,2,2,3,1,4,3,2,1,3,4,3,1
"34",3,2,1,4,3,4,2,2,3,1,2,4,4,3,4,1
"35",4,2,3,4,3,1,2,1,4,2,2,3,2,1,2,4
"36",1,3,4,1,4,4,1,2,3,3,3,2,4,1,3,4
