"","V1","V2","V3","V4","V5","V6"
"1",3,1,2,4,2,1
"2",4,4,4,2,4,4
"3",1,3,1,3,4,3
"4",4,1,4,2,1,2
"5",2,1,4,2,3,3
"6",3,2,2,2,1,3
"7",1,4,1,4,3,1
"8",4,4,1,3,1,3
"9",3,3,4,1,1,1
"10",2,3,2,3,1,1
"11",2,4,3,4,4,3
"12",2,1,1,1,2,4
"13",1,1,3,3,3,2
"14",3,3,1,2,4,2
"15",3,1,3,4,1,4
"16",2,2,2,4,4,4
"17",1,3,4,4,2,3
"18",4,3,2,1,2,4
"19",1,2,4,3,1,4
"20",4,2,4,4,3,1
"21",4,2,3,3,2,3
"22",4,2,1,1,3,1
"23",1,1,2,2,4,1
"24",3,4,4,3,2,2
"25",4,1,3,1,4,3
"26",2,3,3,2,3,4
"27",2,2,1,4,1,2
"28",1,4,2,1,1,2
"29",3,4,2,1,3,3
"30",4,3,2,4,3,2
"31",1,2,3,1,2,2
"32",1,4,1,2,2,4
"33",3,3,3,3,4,1
"34",2,2,4,1,4,2
"35",3,1,1,3,3,4
"36",2,4,3,2,2,1
