"","V1","V2","V3","V4","V5"
"1",4,2,4,2,3
"2",3,1,2,4,1
"3",2,4,1,2,3
"4",3,1,1,2,1
"5",3,4,4,4,3
"6",1,4,2,4,2
"7",4,4,3,3,2
"8",3,4,2,1,1
"9",2,3,1,1,4
"10",4,4,1,3,4
"11",1,3,4,3,4
"12",2,2,4,4,2
"13",3,2,1,3,2
"14",4,2,3,1,1
"15",3,2,4,1,4
"16",3,4,3,2,4
"17",2,3,1,4,1
"18",4,2,1,4,3
"19",1,2,2,3,1
"20",2,1,3,1,2
"21",2,2,2,2,4
"22",1,1,1,2,4
"23",2,4,4,3,1
"24",3,3,2,3,3
"25",4,3,3,4,4
"26",4,1,2,1,3
"27",3,3,4,1,2
"28",1,3,1,1,2
"29",1,1,4,2,2
"30",2,1,2,4,4
"31",4,3,2,2,2
"32",1,2,3,4,3
"33",4,1,4,3,1
"34",1,4,3,1,3
"35",1,3,3,2,1
"36",2,1,3,3,3
