"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,3,3,2,3,3,1
"2",2,2,1,1,3,1,3,1
"3",2,3,2,1,2,1,2,1
"4",3,1,2,3,2,3,1,3
"5",1,1,3,3,1,2,1,1
"6",1,2,2,1,1,3,2,1
"7",3,3,1,2,3,1,2,3
"8",1,1,2,3,2,3,2,2
"9",3,3,2,3,3,3,3,1
"10",1,1,1,1,2,2,3,1
"11",2,3,1,2,1,2,2,3
"12",1,1,3,2,1,3,3,3
"13",3,2,2,2,2,2,2,1
"14",1,2,1,3,3,3,2,3
"15",2,2,1,3,3,2,1,1
"16",1,1,2,2,3,1,1,2
"17",1,3,2,3,3,2,2,2
"18",3,3,3,3,2,1,1,2
"19",1,3,1,2,2,3,1,1
"20",1,2,1,3,2,1,3,2
"21",2,1,3,3,3,1,3,3
"22",2,1,1,2,3,3,2,2
"23",1,1,2,1,2,1,2,3
"24",2,3,3,2,1,1,3,1
"25",2,1,2,1,1,3,3,2
"26",2,2,2,3,1,1,1,3
"27",2,3,3,2,3,3,1,3
"28",2,1,3,2,2,1,1,1
"29",3,2,3,2,1,3,1,2
"30",1,3,2,3,1,2,3,3
"31",3,1,1,1,3,2,1,2
"32",3,2,3,1,1,1,2,3
"33",2,3,3,1,2,2,2,3
"34",3,3,2,1,1,2,1,1
"35",3,3,1,1,2,3,3,3
"36",2,2,2,1,3,3,1,2
"37",1,2,3,2,3,1,2,1
"38",1,3,1,1,1,1,1,2
"39",1,3,3,1,3,2,3,2
"40",3,2,3,3,2,2,3,2
"41",3,2,2,2,3,2,3,3
"42",3,1,2,2,2,1,3,2
"43",3,1,1,3,1,1,2,1
"44",2,3,1,3,1,3,2,2
"45",2,1,1,2,1,2,1,3
"46",1,2,3,1,2,2,1,3
"47",3,1,3,1,3,3,2,1
"48",3,2,1,2,1,2,3,2
