"","V1","V2","V3","V4","V5"
"1",1,3,3,2,1
"2",3,3,1,3,3
"3",1,2,2,1,3
"4",2,2,1,2,1
"5",1,3,3,3,3
"6",1,2,1,2,3
"7",1,3,1,1,3
"8",1,1,3,1,2
"9",1,2,3,1,1
"10",3,2,2,3,2
"11",2,2,1,3,3
"12",1,1,2,2,2
"13",3,2,2,2,3
"14",1,1,1,1,1
"15",2,3,2,2,3
"16",3,2,2,2,1
"17",3,3,1,2,2
"18",3,1,1,3,1
"19",1,1,2,2,1
"20",2,3,2,2,1
"21",2,1,1,2,3
"22",1,2,1,2,2
"23",3,1,3,2,3
"24",1,2,2,3,1
"25",3,1,1,1,2
"26",1,1,1,3,2
"27",3,2,3,2,2
"28",2,3,1,2,2
"29",2,1,2,1,2
"30",3,1,3,1,1
"31",3,1,2,3,3
"32",3,3,3,3,1
"33",2,1,3,2,2
"34",2,2,2,3,1
"35",2,1,3,3,1
"36",2,1,2,1,3
"37",2,3,3,1,2
"38",1,3,2,1,2
"39",2,3,1,1,1
"40",3,3,3,1,3
"41",2,2,3,1,3
"42",3,3,2,1,1
"43",2,2,3,3,2
"44",1,3,1,3,1
"45",3,2,3,3,2
"46",2,3,2,3,2
"47",3,2,1,1,3
"48",1,1,3,3,3
