"","V1","V2","V3","V4"
"1",3,3,1,3
"2",2,1,2,3
"3",1,2,2,1
"4",3,3,1,1
"5",2,3,1,2
"6",3,3,3,3
"7",2,3,3,2
"8",1,1,3,3
"9",3,2,2,3
"10",1,2,3,2
"11",2,2,1,1
"12",1,3,1,3
"13",3,1,3,3
"14",3,2,2,1
"15",2,3,2,3
"16",2,2,1,3
"17",3,3,3,1
"18",1,1,1,3
"19",1,1,2,2
"20",2,2,3,3
"21",1,3,3,3
"22",2,1,1,2
"23",3,1,3,1
"24",1,1,2,2
"25",1,1,3,1
"26",1,3,1,1
"27",1,3,3,1
"28",3,1,1,3
"29",1,3,2,2
"30",2,3,2,1
"31",3,2,1,2
"32",3,1,1,1
"33",3,3,2,2
"34",1,2,1,2
"35",2,2,1,3
"36",3,1,2,2
"37",3,3,2,2
"38",2,1,3,2
"39",2,2,3,1
"40",2,1,2,1
"41",2,1,1,2
"42",1,1,1,1
"43",2,2,3,3
"44",2,3,3,2
"45",3,2,3,2
"46",1,2,2,1
"47",1,2,2,3
"48",3,2,2,1
