"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,2,1,2,3,1,1,2,2,3
"2",1,1,3,3,1,3,2,2,3,2
"3",2,1,3,1,2,1,2,3,3,1
"4",3,2,1,2,3,3,2,2,3,1
"5",2,1,2,2,3,3,1,3,3,3
"6",3,1,2,2,2,1,3,1,2,2
"7",1,1,3,2,3,2,1,2,1,1
"8",2,2,1,1,2,1,1,1,1,1
"9",2,3,2,1,3,1,3,3,1,2
"10",3,3,2,3,2,2,3,2,1,1
"11",1,3,1,3,1,1,2,1,2,3
"12",1,2,3,2,1,1,3,2,1,3
"13",3,3,3,2,1,3,1,1,3,2
"14",2,2,1,3,1,2,1,3,1,3
"15",1,2,1,1,3,3,3,3,2,1
"16",1,1,1,1,3,2,2,1,3,2
"17",2,2,3,1,1,2,3,3,2,2
"18",2,1,1,2,1,2,3,1,3,1
"19",3,1,1,3,2,3,1,1,2,2
"20",3,2,3,1,3,3,1,2,1,2
"21",2,1,2,3,3,1,2,2,2,1
"22",1,3,2,1,2,3,1,3,2,3
"23",1,1,1,3,2,1,3,3,1,2
"24",1,3,3,1,2,2,3,1,2,1
"25",1,2,2,3,2,3,3,1,3,1
"26",2,3,2,2,1,2,2,2,2,2
"27",3,3,3,2,3,1,1,3,2,1
"28",2,1,3,1,1,2,1,1,2,3
"29",3,1,1,1,2,2,2,2,1,3
"30",3,3,1,2,1,1,3,3,3,2
"31",3,2,2,1,1,3,3,2,3,3
"32",2,2,3,3,3,1,3,1,3,2
"33",1,3,3,2,2,2,2,3,3,3
"34",1,3,2,3,3,2,1,1,1,2
"35",2,3,1,3,3,3,3,2,2,3
"36",2,1,2,2,2,3,3,1,1,3
"37",3,1,2,1,1,3,2,3,1,1
"38",3,1,3,3,3,2,3,3,2,3
"39",3,3,2,1,3,1,2,1,3,3
"40",3,2,2,3,2,1,1,2,3,3
"41",2,2,3,2,3,3,2,1,1,3
"42",2,3,1,1,2,2,1,2,3,1
"43",1,3,1,2,1,3,2,2,1,1
"44",3,2,1,2,2,2,2,3,2,2
"45",2,3,3,3,2,3,2,3,1,2
"46",1,1,2,1,1,1,1,2,2,2
"47",3,2,3,3,1,1,2,1,1,1
"48",1,2,2,3,1,2,1,3,3,1
