"","V1","V2","V3","V4","V5","V6"
"1",3,2,2,2,1,1
"2",1,2,2,2,2,3
"3",2,1,1,2,3,2
"4",1,1,1,1,3,3
"5",3,2,3,3,2,1
"6",1,1,2,3,3,2
"7",1,2,3,1,3,2
"8",1,3,2,2,1,2
"9",3,3,1,2,3,1
"10",1,2,2,3,2,1
"11",3,1,2,3,1,2
"12",3,1,2,1,3,1
"13",1,2,2,1,1,3
"14",3,3,3,3,1,3
"15",1,1,1,2,1,1
"16",1,3,1,3,1,3
"17",2,3,2,2,2,1
"18",1,3,1,1,2,1
"19",3,2,1,1,1,2
"20",1,3,2,2,3,3
"21",1,1,3,1,1,1
"22",3,1,3,2,3,3
"23",2,3,2,1,2,2
"24",3,3,3,1,1,1
"25",2,1,2,2,2,1
"26",2,1,2,1,1,3
"27",2,3,3,1,3,3
"28",3,3,1,3,3,2
"29",3,2,2,3,3,3
"30",3,1,1,2,1,3
"31",2,2,1,1,3,1
"32",1,1,3,3,2,3
"33",2,2,3,2,2,3
"34",3,1,1,3,2,1
"35",1,3,3,3,3,1
"36",2,2,3,2,1,2
"37",3,3,2,1,2,3
"38",1,2,1,2,2,2
"39",2,2,1,3,1,1
"40",2,1,3,3,1,2
"41",2,3,1,1,1,2
"42",3,2,1,1,2,3
"43",2,2,3,3,3,2
"44",2,1,3,2,3,1
"45",2,3,2,3,2,2
"46",2,2,1,3,3,3
"47",3,1,3,1,2,2
"48",1,3,3,2,2,2
