"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,2,3,1,2,2,3,1,3,2,3
"2",1,3,3,1,3,1,1,3,2,2,2
"3",1,3,2,3,1,3,3,2,3,2,2
"4",2,1,2,3,2,1,3,3,3,2,1
"5",2,2,2,3,1,2,1,3,2,3,2
"6",3,3,3,3,3,1,3,1,3,3,2
"7",3,2,3,3,1,3,1,1,2,2,3
"8",3,3,3,1,1,2,2,3,3,2,1
"9",2,1,1,3,2,3,3,1,1,1,2
"10",1,2,1,2,2,3,2,3,3,3,3
"11",1,2,3,2,1,1,2,3,1,1,3
"12",3,2,2,3,3,3,2,2,1,3,1
"13",1,2,1,3,3,2,3,2,2,1,1
"14",1,1,3,3,2,3,1,2,3,1,2
"15",2,2,1,1,1,2,1,1,2,1,2
"16",2,1,3,3,3,2,2,3,1,3,3
"17",1,2,1,3,3,1,1,1,1,2,3
"18",2,2,3,2,1,1,1,2,3,3,1
"19",1,3,1,1,1,2,3,2,1,3,3
"20",2,2,3,1,3,3,3,2,1,2,2
"21",2,1,2,3,1,1,2,1,2,3,3
"22",2,3,1,2,3,2,1,1,3,3,1
"23",1,1,1,1,1,1,2,1,3,2,2
"24",3,2,1,1,2,1,3,3,1,3,2
"25",2,3,2,2,1,1,3,1,1,2,1
"26",3,1,3,2,1,2,3,2,2,3,2
"27",3,3,1,3,2,2,1,3,3,2,3
"28",1,3,2,3,2,3,2,3,2,3,1
"29",1,2,2,1,3,2,3,3,3,1,1
"30",3,3,1,3,1,1,2,2,2,1,2
"31",1,1,3,2,2,2,3,1,2,3,1
"32",1,1,1,2,1,3,1,3,1,2,1
"33",3,1,2,2,3,1,1,3,3,1,2
"34",3,2,2,2,2,2,1,2,1,1,3
"35",3,1,1,1,3,3,2,2,2,2,1
"36",1,1,2,2,3,2,2,1,1,2,2
"37",3,1,3,1,2,1,2,1,1,1,1
"38",1,3,3,2,3,3,2,1,2,1,3
"39",1,2,2,1,2,1,1,2,2,3,1
"40",3,3,2,1,2,3,1,1,1,3,2
"41",3,3,3,2,2,3,3,3,2,2,3
"42",3,1,1,2,3,1,3,2,2,2,3
"43",2,3,2,1,2,1,2,2,3,1,3
"44",2,3,1,2,3,2,2,3,1,1,2
"45",2,3,3,3,2,2,1,2,1,1,1
"46",2,1,2,1,3,3,1,2,3,3,3
"47",3,2,1,2,1,3,2,1,3,1,1
"48",2,1,2,1,1,3,3,3,2,1,3
